sessionId,insuredId,persona,countryCode,city,month,sessionNumber,sessionStart,sessionEnd,startHour,endHour,dayOfWeek,isWeekend,firstAction,lastAction,firstRoute,lastRoute,totalEvents,totalDurationSeconds,avgInterActionSeconds,minInterActionSeconds,maxInterActionSeconds,uniqueActions,uniqueRoutes,uniqueIpsUsed,uniqueDevicesUsed,totalKOs,totalOKs,longestKoStreak,hasLogin,hasLogout,ipChanged,deviceChanged,totalDownloadActions,maxDownloadsIn2Minutes,pingPongCount,riskScoreMax,riskScoreAvg,endedAbruptly,is_anomaly,anomaly_event_count,primary_anomaly_type,anomaly_types,campaignIds,actionSequenceSignature,routeSequenceSignature
9912990-4066-10,61094066,new_user,NL,Amsterdam,2025-02,10,2025-02-20T08:54:43.000Z,2025-02-20T08:59:23.000Z,8,8,3,0,Connexion,Déconnexion,login,logout,4,280,93.33,11,254,4,3,1,1,1,3,1,1,1,0,0,1,1,0,10,2.5,0,0,0,normal,[],[],Connexion > Validation MFA > Renvoi carte TP papier > Déconnexion,login > login > preferences > logout
2831094-1563-15,88461563,new_user,FR,Lyon,2025-02,15,2025-02-20T08:58:11.000Z,2025-02-20T09:18:30.000Z,8,9,3,0,Connexion,Déconnexion,login,logout,4,1219,406.33,60,583,3,3,1,1,0,4,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Changer ses informations personnel > Changer ses informations personnel > Déconnexion,login > personal_info > personal_info > logout
597520-9578-11,44739578,contact_heavy,DE,Frankfurt,2025-02,11,2025-02-20T09:01:04.000Z,2025-02-20T09:17:23.000Z,9,9,3,0,Connexion SSO,SSO Disconnect,login,logout,5,979,244.75,32,432,4,4,1,1,0,5,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Partager un justificatif du PACS > Envoi d'une réclamation > Envoi d'une réclamation > SSO Disconnect,login > documents > claims > claims > logout
7033561-1058-11,76311058,frequent_checker,FR,Toulouse,2025-02,11,2025-02-20T09:05:14.000Z,2025-02-20T09:08:52.000Z,9,9,3,0,Connexion en tant que,SSO Disconnect,login,logout,4,218,72.67,55,107,4,4,1,1,0,4,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion en tant que > Exporter remboursement > Téléchargement de la carte de tiers payant > SSO Disconnect,login > refunds > tp_card > logout
2441247-1648-13,44811648,self_service,NL,Amsterdam,2025-02,13,2025-02-20T09:10:08.000Z,2025-02-20T09:20:16.000Z,9,9,3,0,Connexion,Déconnexion,login,logout,8,608,86.86,34,277,7,4,1,1,1,7,1,1,1,0,0,1,1,0,10,1.25,0,0,0,normal,[],[],Connexion > Sélection email MFA > Régénération code MFA > Validation MFA > Exporter remboursement > Exporter remboursement > Envoi d'un document > Déconnexion,login > login > login > login > refunds > refunds > documents > logout
5187382-7286-8,55537286,self_service,FR,Lyon,2025-02,8,2025-02-20T09:58:09.000Z,2025-02-20T10:01:56.000Z,9,10,3,0,Connexion,Déconnexion,login,logout,4,227,75.67,24,156,4,3,1,1,0,4,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Exporter remboursement > Déconnexion,login > login > refunds > logout
3915229-2130-14,73322130,frequent_checker,FR,Bordeaux,2025-02,14,2025-02-20T10:03:47.000Z,2025-02-20T10:14:10.000Z,10,10,3,0,Connexion,Déconnexion,login,logout,5,623,155.75,40,478,5,4,1,1,0,5,0,1,1,0,0,2,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Envoi d'un document > Téléchargement de la carte de tiers payant > Déconnexion,login > login > documents > tp_card > logout
5463485-7178-13,66657178,admin_delegated,DE,Hamburg,2025-02,13,2025-02-20T10:07:08.000Z,2025-02-20T10:55:40.000Z,10,10,3,0,Connexion en tant que,SSO Disconnect,login,logout,8,2912,416.0,55,865,6,5,1,1,0,8,0,1,1,0,0,2,1,1,0,0.0,0,0,0,normal,[],[],Connexion en tant que > Changer les coordonnées bancaire > Signature électronique d'un mandat sepa > Changer l'organisme de rattachement sécu. Social > Signature électronique d'un mandat sepa > Envoi d'un document > Envoi d'un document > SSO Disconnect,login > banking > banking > beneficiaries > beneficiaries > documents > documents > logout
1900172-6260-12,11176260,admin_delegated,NL,Amsterdam,2025-02,12,2025-02-20T10:11:05.000Z,2025-02-20T10:43:51.000Z,10,10,3,0,Connexion en tant que,SSO Disconnect,login,logout,6,1966,393.2,60,547,4,4,1,1,1,5,1,1,1,0,0,0,0,1,10,1.67,0,0,0,normal,[],[],"Connexion en tant que > Signature électronique d'un mandat sepa > Changer les coordonnées bancaire, changement de RIB pour les remboursements > Signature électronique d'un mandat sepa > Signature électronique d'un mandat sepa > SSO Disconnect",login > banking > banking > beneficiaries > beneficiaries > logout
2911499-8814-12,31498814,new_user,BE,Liège,2025-02,12,2025-02-20T10:19:14.000Z,2025-02-20T10:34:06.000Z,10,10,3,0,Connexion,Déconnexion,login,logout,5,892,223.0,16,645,5,5,2,2,4,1,4,1,1,1,1,2,2,0,90,60.0,0,1,5,impossible_device_switch,"[""impossible_device_switch""]",[],Connexion > envoi d'une demande de résiliation > Téléchargement de la carte de tiers payant > Renvoi carte TP papier > Déconnexion,login > resiliation > tp_card > preferences > logout
3747248-1144-15,99581144,self_service,DE,Hamburg,2025-02,15,2025-02-20T10:29:40.000Z,2025-02-20T10:40:01.000Z,10,10,3,0,Connexion SSO,SSO Disconnect,login,logout,5,621,155.25,24,355,5,5,2,2,3,2,2,1,1,1,1,1,1,0,90,55.0,0,1,5,impossible_device_switch,"[""impossible_device_switch""]",[],Connexion SSO > Ouverture d'un document contractuel > Envoi d'une réclamation > Signature électronique d'un mandat sepa > SSO Disconnect,login > documents > claims > beneficiaries > logout
8739697-0287-14,27030287,new_user,FR,Paris,2025-02,14,2025-02-20T10:35:54.000Z,2025-02-20T10:42:03.000Z,10,10,3,0,Connexion SSO,SSO Disconnect,login,logout,3,369,184.5,32,337,3,3,1,1,0,3,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Changer ses informations personnel > SSO Disconnect,login > personal_info > logout
4241011-4366-16,76114366,frequent_checker,FR,Toulouse,2025-02,16,2025-02-20T10:46:14.000Z,2025-02-20T10:58:44.000Z,10,10,3,0,Connexion,Déconnexion,login,logout,5,750,187.5,26,470,5,4,1,1,1,4,1,1,1,0,0,2,1,0,10,2.0,0,0,0,normal,[],[],Connexion > Ouverture d'un document contractuel > Partager un justificatif du PACS > Téléchargement carte TP > Déconnexion,login > documents > documents > tp_card > logout
1364849-8135-10,24968135,self_service,FR,Lille,2025-02,10,2025-02-20T10:54:04.000Z,2025-02-20T11:04:03.000Z,10,11,3,0,Connexion SSO,SSO Disconnect,login,logout,4,599,199.67,21,382,3,3,1,1,0,4,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Changer ses informations personnel > Changer ses informations personnel > SSO Disconnect,login > personal_info > personal_info > logout
2405147-0651-10,43510651,contact_heavy,FR,Lyon,2025-02,10,2025-02-20T10:58:52.000Z,2025-02-20T11:09:26.000Z,10,11,3,0,Connexion,Déconnexion,login,logout,5,634,158.5,44,309,5,3,1,1,0,5,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Contactez nous : via message (Mes garanties) > Envoi d'un message > Déconnexion,login > login > contact_general > contact_general > logout
8157231-0864-13,70500864,frequent_checker,FR,Nantes,2025-02,13,2025-02-20T11:50:56.000Z,2025-02-20T11:52:35.000Z,11,11,3,0,Connexion,Déconnexion,login,logout,3,99,49.5,27,72,3,3,1,1,0,3,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Télécharger le certificat d'adhésion > Déconnexion,login > refunds > logout
5372932-7304-11,31547304,frequent_checker,FR,Paris,2025-02,11,2025-02-20T12:01:31.000Z,2025-02-20T12:02:16.000Z,12,12,3,0,Connexion,Déconnexion,login,logout,2,45,45.0,45,45,2,2,1,1,0,2,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Déconnexion,login > logout
4861631-8936-15,37428936,self_service,FR,Nantes,2025-02,15,2025-02-20T12:06:16.000Z,2025-02-20T12:28:44.000Z,12,12,3,0,Connexion SSO,SSO Disconnect,login,logout,5,1348,337.0,54,834,5,4,1,1,0,5,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],"Connexion SSO > Partager un justificatif du PACS > Changer les coordonnées bancaire, changement de RIB pour les remboursements > Signature électronique d'un mandat sepa > SSO Disconnect",login > documents > banking > banking > logout
9028121-0659-11,76490659,self_service,FR,Paris,2025-02,11,2025-02-20T12:08:38.000Z,2025-02-20T12:14:08.000Z,12,12,3,0,Connexion,Déconnexion,login,logout,5,330,82.5,37,127,5,3,1,1,1,4,1,1,1,0,0,2,2,0,10,2.0,0,0,0,normal,[],[],Connexion > Validation MFA > Télécharger un décompte > Télécharger le certificat d'adhésion > Déconnexion,login > login > refunds > refunds > logout
9706042-8422-12,38848422,new_user,ES,Madrid,2025-02,12,2025-02-20T12:08:49.000Z,2025-02-20T12:23:24.000Z,12,12,3,0,Connexion,Déconnexion,login,logout,4,875,291.67,53,504,4,4,1,1,0,4,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Ouverture d'un document contractuel > Changer ses informations personnel > Déconnexion,login > documents > personal_info > logout
1393909-7235-10,86187235,admin_delegated,FR,Nantes,2025-02,10,2025-02-20T12:16:37.000Z,2025-02-20T13:17:26.000Z,12,13,3,0,Connexion SSO,SSO Disconnect,login,logout,8,3649,521.29,28,896,5,4,1,1,0,8,0,1,1,0,0,0,0,1,0,0.0,0,0,0,normal,[],[],Connexion SSO > Signature électronique d'un mandat sepa > Signature électronique d'un mandat sepa > Changer l'organisme de rattachement sécu. Social > Signature électronique d'un mandat sepa > Changer les coordonnées bancaire > Changer les coordonnées bancaire > SSO Disconnect,login > banking > banking > beneficiaries > beneficiaries > banking > banking > logout
7890483-6729-15,91586729,self_service,FR,Lyon,2025-02,15,2025-02-20T12:19:18.000Z,2025-02-20T12:38:21.000Z,12,12,3,0,Connexion,Déconnexion,login,logout,4,1143,381.0,33,593,3,3,1,1,0,4,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Changer ses informations personnel > Changer ses informations personnel > Déconnexion,login > personal_info > personal_info > logout
6104467-1563-13,88461563,new_user,FR,Lyon,2025-02,13,2025-02-20T12:21:38.000Z,2025-02-20T12:29:26.000Z,12,12,3,0,Connexion,Déconnexion,login,logout,4,468,156.0,23,408,4,3,1,1,0,4,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Changer ses informations personnel > Déconnexion,login > login > personal_info > logout
1917195-7464-8,37787464,frequent_checker,FR,Nantes,2025-02,8,2025-02-20T12:21:42.000Z,2025-02-20T12:24:50.000Z,12,12,3,0,Connexion SSO,SSO Disconnect,login,logout,3,188,94.0,52,136,3,3,1,1,0,3,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Envoi d'un document > SSO Disconnect,login > documents > logout
6099891-7387-11,64077387,self_service,FR,Lille,2025-02,11,2025-02-20T12:28:43.000Z,2025-02-20T12:49:21.000Z,12,12,3,0,Connexion,Déconnexion,login,logout,7,1238,206.33,31,520,7,5,1,1,0,7,0,1,1,0,0,2,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Changer les coordonnées bancaire > Partager un justificatif du PACS > Ouverture d'un document contractuel > Télécharger le certificat d'adhésion > Déconnexion,login > login > banking > documents > documents > refunds > logout
421745-9578-10,44739578,contact_heavy,DE,Frankfurt,2025-02,10,2025-02-20T12:48:15.000Z,2025-02-20T12:53:52.000Z,12,12,3,0,Connexion,Déconnexion,login,logout,6,337,67.4,31,164,6,3,1,1,0,6,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Sélection email MFA > Régénération code MFA > Validation MFA > Télécharger le certificat d'adhésion > Déconnexion,login > login > login > login > refunds > logout
4237261-8614-11,31638614,frequent_checker,IT,Bologna,2025-02,11,2025-02-20T12:51:44.000Z,2025-02-20T12:52:24.000Z,12,12,3,0,Connexion,Déconnexion,login,logout,3,40,20.0,20,20,3,3,1,1,0,3,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Renvoi carte TP papier > Déconnexion,login > tp_card > logout
4929021-4876-11,56944876,new_user,FR,Lille,2025-02,11,2025-02-20T12:54:41.000Z,2025-02-20T13:05:05.000Z,12,13,3,0,Connexion,Déconnexion,login,logout,4,624,208.0,33,299,3,3,1,1,0,4,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Changer ses informations personnel > Changer ses informations personnel > Déconnexion,login > personal_info > personal_info > logout
5139572-1492-10,36481492,contact_heavy,IT,Bologna,2025-02,10,2025-02-20T12:57:14.000Z,2025-02-20T13:09:15.000Z,12,13,3,0,Connexion SSO,SSO Disconnect,login,logout,5,721,180.25,22,330,5,4,1,1,0,5,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],"Connexion SSO > Envoi d'un message > Contactez nous : via message (Mon adhésion, Autres) > Partager un justificatif du PACS > SSO Disconnect",login > contact_general > contact_general > documents > logout
782680-1451-15,19911451,new_user,FR,Toulouse,2025-02,15,2025-02-20T13:00:29.000Z,2025-02-20T13:07:27.000Z,13,13,3,0,Connexion,Déconnexion,login,logout,7,418,69.67,44,110,7,4,1,1,0,7,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Sélection email MFA > Régénération code MFA > Validation MFA > Changer ses informations personnel > Téléchargement carte TP > Déconnexion,login > login > login > login > personal_info > tp_card > logout
1111338-7178-9,66657178,admin_delegated,DE,Hamburg,2025-02,9,2025-02-20T13:02:38.000Z,2025-02-20T13:34:14.000Z,13,13,3,0,Connexion en tant que,SSO Disconnect,login,logout,5,1896,474.0,21,734,4,4,1,1,0,5,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],"Connexion en tant que > Changer l'organisme de rattachement sécu. Social > Changer les coordonnées bancaire, changement de RIB pour les cotisations > Changer les coordonnées bancaire, changement de RIB pour les cotisations > SSO Disconnect",login > beneficiaries > banking > banking > logout
2457063-1110-10,43571110,frequent_checker,FR,Bordeaux,2025-02,10,2025-02-20T13:03:12.000Z,2025-02-20T13:06:28.000Z,13,13,3,0,Connexion,Déconnexion,login,logout,6,196,39.2,25,63,6,4,1,1,1,5,1,1,1,0,0,2,2,0,10,1.67,0,0,0,normal,[],[],Connexion > Validation MFA > Téléchargement carte TP > Télécharger le certificat d'adhésion > Exporter remboursement > Déconnexion,login > login > tp_card > refunds > refunds > logout
5055658-9885-13,93739885,admin_delegated,FR,Bordeaux,2025-02,13,2025-02-20T14:29:08.000Z,2025-02-20T14:41:50.000Z,14,14,3,0,Connexion,Déconnexion,login,logout,5,762,190.5,21,580,4,3,1,1,0,5,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Changer l'organisme de rattachement sécu. Social > Changer l'organisme de rattachement sécu. Social > Déconnexion,login > login > beneficiaries > beneficiaries > logout
7493201-5947-14,10045947,self_service,FR,Paris,2025-02,14,2025-02-20T14:37:42.000Z,2025-02-20T15:00:06.000Z,14,15,3,0,Connexion SSO,SSO Disconnect,login,logout,4,1344,448.0,41,805,4,4,1,1,0,4,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Signature électronique d'un mandat sepa > Changer ses informations personnel > SSO Disconnect,login > banking > personal_info > logout
5439744-1274-12,12801274,contact_heavy,BE,Liège,2025-02,12,2025-02-20T14:40:22.000Z,2025-02-20T15:01:14.000Z,14,15,3,0,Connexion,Déconnexion,login,logout,6,1252,250.4,40,450,6,4,1,1,0,6,0,1,1,0,0,2,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Ouverture d'un document contractuel > Partager un justificatif du PACS > Télécharger un décompte > Exporter remboursement > Déconnexion,login > documents > documents > refunds > refunds > logout
6154053-9230-16,97899230,admin_delegated,FR,Lille,2025-02,16,2025-02-20T14:45:36.000Z,2025-02-20T15:00:25.000Z,14,15,3,0,Connexion en tant que,SSO Disconnect,login,logout,4,889,296.33,19,614,4,4,1,1,0,4,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion en tant que > Changer les coordonnées bancaire > Changer l'organisme de rattachement sécu. Social > SSO Disconnect,login > banking > beneficiaries > logout
7207159-3538-10,48973538,frequent_checker,FR,Toulouse,2025-02,10,2025-02-20T14:59:09.000Z,2025-02-20T14:59:32.000Z,14,14,3,0,Connexion,Déconnexion,login,logout,2,23,23.0,23,23,2,2,1,1,0,2,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Déconnexion,login > logout
7340417-9720-13,76159720,admin_delegated,DE,Berlin,2025-02,13,2025-02-20T15:00:38.000Z,2025-02-20T15:29:33.000Z,15,15,3,0,Connexion en tant que,SSO Disconnect,login,logout,6,1735,347.0,18,712,5,4,1,1,0,6,0,1,1,0,0,0,0,1,0,0.0,0,0,0,normal,[],[],"Connexion en tant que > Changer les coordonnées bancaire, changement de RIB pour les cotisations > Signature électronique d'un mandat sepa > Changer l'organisme de rattachement sécu. Social > Signature électronique d'un mandat sepa > SSO Disconnect",login > banking > beneficiaries > beneficiaries > beneficiaries > logout
8959130-2311-16,78272311,self_service,FR,Lille,2025-02,16,2025-02-20T15:03:28.000Z,2025-02-20T15:28:19.000Z,15,15,3,0,Connexion,Déconnexion,login,logout,7,1491,248.5,49,436,5,4,1,1,0,7,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Partager un justificatif du PACS > Changement de Mot de passe > Changer ses informations personnel > Changer ses informations personnel > Changer ses informations personnel > Déconnexion,login > documents > personal_info > personal_info > personal_info > personal_info > logout
8688498-7235-13,86187235,admin_delegated,FR,Nantes,2025-02,13,2025-02-20T15:04:49.000Z,2025-02-20T15:08:33.000Z,15,15,3,0,Connexion SSO,SSO Disconnect,login,logout,3,224,112.0,21,203,3,3,1,1,0,3,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Ouverture d'un document contractuel > SSO Disconnect,login > documents > logout
4478780-8718-9,32908718,new_user,FR,Lille,2025-02,9,2025-02-20T15:24:56.000Z,2025-02-20T15:38:03.000Z,15,15,3,0,Connexion,Déconnexion,login,logout,5,787,196.75,24,468,5,4,1,1,1,4,1,1,1,0,0,1,1,0,10,2.0,0,0,0,normal,[],[],Connexion > Validation MFA > Envoi d'un document > Changer ses informations personnel > Déconnexion,login > login > documents > personal_info > logout
1955631-1545-9,64011545,self_service,FR,Nantes,2025-02,9,2025-02-20T15:29:52.000Z,2025-02-20T15:51:06.000Z,15,15,3,0,Connexion,Déconnexion,login,logout,6,1274,254.8,30,626,6,5,1,1,0,6,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Changer ses informations personnel > Signature électronique d'un mandat sepa > Ouverture d'un document contractuel > Déconnexion,login > login > personal_info > banking > documents > logout
5781980-8135-12,24968135,self_service,FR,Lille,2025-02,12,2025-02-20T17:25:46.000Z,2025-02-20T17:39:54.000Z,17,17,3,0,Connexion,Déconnexion,login,logout,4,848,282.67,47,671,4,3,1,1,0,4,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],"Connexion > Changer les coordonnées bancaire, changement de RIB pour les remboursements > Changer les coordonnées bancaire > Déconnexion",login > banking > banking > logout
318667-1211-16,30561211,admin_delegated,BE,Brussels,2025-02,16,2025-02-20T17:26:21.000Z,2025-02-20T17:53:32.000Z,17,17,3,0,Connexion en tant que,SSO Disconnect,login,logout,4,1631,543.67,49,836,4,3,1,1,0,4,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],"Connexion en tant que > Changer les coordonnées bancaire, changement de RIB pour les remboursements > Signature électronique d'un mandat sepa > SSO Disconnect",login > banking > banking > logout
2095330-8377-13,90588377,contact_heavy,FR,Marseille,2025-02,13,2025-02-20T17:33:40.000Z,2025-02-20T17:38:12.000Z,17,17,3,0,Connexion SSO,SSO Disconnect,login,logout,4,272,90.67,28,151,4,3,1,1,1,3,1,1,1,0,0,0,0,0,10,2.5,0,0,0,normal,[],[],Connexion SSO > Envoi d'une réclamation > demander un renvoi par mail d'échéancier > SSO Disconnect,login > claims > claims > logout
3134259-2826-12,22222826,admin_delegated,FR,Lyon,2025-02,12,2025-02-20T17:39:53.000Z,2025-02-20T17:41:58.000Z,17,17,3,0,Connexion en tant que,SSO Disconnect,login,logout,3,125,62.5,38,87,3,3,1,1,0,3,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion en tant que > Changer l'organisme de rattachement sécu. Social > SSO Disconnect,login > preferences > logout
885262-3734-12,46443734,frequent_checker,FR,Lille,2025-02,12,2025-02-20T17:40:06.000Z,2025-02-20T17:44:59.000Z,17,17,3,0,Connexion,Déconnexion,login,logout,5,293,73.25,38,124,4,3,1,1,0,5,0,1,1,0,0,2,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Exporter remboursement > Télécharger le certificat d'adhésion > Télécharger le certificat d'adhésion > Déconnexion,login > refunds > refunds > refunds > logout
896617-8377-11,90588377,contact_heavy,FR,Marseille,2025-02,11,2025-02-20T17:49:06.000Z,2025-02-20T17:57:05.000Z,17,17,3,0,Connexion,Déconnexion,login,logout,3,479,239.5,12,467,3,3,1,1,0,3,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > envoi d'une demande de résiliation > Déconnexion,login > resiliation > logout
9929627-6274-15,19536274,new_user,FR,Paris,2025-02,15,2025-02-20T17:51:03.000Z,2025-02-20T17:55:47.000Z,17,17,3,0,Connexion,Déconnexion,login,logout,6,284,56.8,24,91,5,3,1,1,0,6,0,1,1,0,0,3,3,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Renvoi carte TP papier > Renvoi carte TP papier > Téléchargement de la carte de tiers payant > Déconnexion,login > login > tp_card > tp_card > tp_card > logout
257235-2130-15,73322130,frequent_checker,FR,Bordeaux,2025-02,15,2025-02-20T17:53:06.000Z,2025-02-20T18:02:58.000Z,17,18,3,0,Connexion SSO,SSO Disconnect,login,logout,5,592,148.0,28,236,4,3,1,1,0,5,0,1,1,0,0,3,2,1,0,0.0,0,0,0,normal,[],[],Connexion SSO > Envoi d'un document > Ouverture d'un document contractuel > Envoi d'un document > SSO Disconnect,login > documents > documents > documents > logout
2504108-5764-10,90495764,contact_heavy,ES,Barcelona,2025-02,10,2025-02-20T18:10:41.000Z,2025-02-20T18:19:31.000Z,18,18,3,0,Connexion,Déconnexion,login,logout,4,530,176.67,13,311,4,3,1,1,0,4,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],"Connexion > Contactez nous : via message (Mes garanties) > Contactez nous : via message (Mon adhésion, Autres) > Déconnexion",login > contact_general > contact_general > logout
8105360-0287-13,27030287,new_user,FR,Paris,2025-02,13,2025-02-20T18:12:39.000Z,2025-02-20T18:12:57.000Z,18,18,3,0,Connexion,Déconnexion,login,logout,5,18,4.5,3,6,5,4,1,1,2,3,2,1,1,0,0,0,0,0,25,16.0,0,1,5,rapid_fire,"[""rapid_fire""]",[],Connexion > Validation MFA > Changer l'organisme de rattachement sécu. Social > Partager un justificatif du PACS > Déconnexion,login > login > preferences > documents > logout
2625914-6510-15,24846510,frequent_checker,FR,Lyon,2025-02,15,2025-02-20T18:23:42.000Z,2025-02-20T18:37:30.000Z,18,18,3,0,Connexion SSO,SSO Disconnect,login,logout,6,828,165.6,59,412,6,4,1,1,0,6,0,1,1,0,0,2,1,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Télécharger un décompte > Exporter remboursement > Partager un justificatif du PACS > Ouverture d'un document contractuel > SSO Disconnect,login > refunds > refunds > documents > documents > logout
4383401-4571-11,33414571,self_service,FR,Lille,2025-02,11,2025-02-20T18:24:23.000Z,2025-02-20T18:49:43.000Z,18,18,3,0,Connexion,Déconnexion,login,logout,6,1520,304.0,36,482,4,4,1,1,0,6,0,1,1,0,0,1,1,1,0,0.0,0,0,0,normal,[],[],Connexion > Changer ses informations personnel > Envoi d'un document > Changer ses informations personnel > Changer ses informations personnel > Déconnexion,login > personal_info > documents > personal_info > personal_info > logout
9671121-6264-13,61156264,contact_heavy,ES,Madrid,2025-02,13,2025-02-20T18:27:13.000Z,2025-02-20T18:39:06.000Z,18,18,3,0,Connexion,Déconnexion,login,logout,6,713,142.6,13,426,6,4,1,1,2,4,1,1,1,0,0,2,1,0,10,3.33,0,0,0,normal,[],[],Connexion > Validation MFA > Ouverture d'un document contractuel > Exporter remboursement > Télécharger le certificat d'adhésion > Déconnexion,login > login > documents > refunds > refunds > logout
2939538-2041-10,26202041,self_service,DE,Berlin,2025-02,10,2025-02-20T18:31:27.000Z,2025-02-20T18:48:11.000Z,18,18,3,0,Connexion,Déconnexion,login,logout,6,1004,200.8,19,473,5,4,1,1,0,6,0,1,1,0,0,2,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Exporter remboursement > Ouverture d'un document contractuel > Ouverture d'un document contractuel > Déconnexion,login > login > refunds > documents > documents > logout
815463-1648-15,44811648,self_service,NL,Amsterdam,2025-02,15,2025-02-21T03:29:16.000Z,2025-02-21T03:38:43.000Z,3,3,4,0,Connexion,Déconnexion,login,logout,4,567,189.0,33,334,4,4,1,1,3,1,3,1,1,0,0,1,1,0,40,26.25,0,1,4,unusual_hour,"[""unusual_hour""]",[],Connexion > Ouverture d'un document contractuel > Envoi d'une réclamation > Déconnexion,login > documents > claims > logout
4113216-0287-12,27030287,new_user,FR,Paris,2025-02,12,2025-02-21T07:50:24.000Z,2025-02-21T07:58:12.000Z,7,7,4,0,Connexion,Déconnexion,login,logout,4,468,156.0,39,377,4,4,1,1,0,4,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Téléchargement de la carte de tiers payant > Changer ses informations personnel > Déconnexion,login > tp_card > personal_info > logout
5106027-5543-12,44445543,admin_delegated,IT,Rome,2025-02,12,2025-02-21T07:52:01.000Z,2025-02-21T08:03:21.000Z,7,8,4,0,Connexion en tant que,SSO Disconnect,login,logout,4,680,226.67,15,345,4,3,1,1,1,3,1,1,1,0,0,0,0,0,10,2.5,0,0,0,normal,[],[],"Connexion en tant que > Changer les coordonnées bancaire > Changer les coordonnées bancaire, changement de RIB pour les cotisations > SSO Disconnect",login > banking > banking > logout
8986797-4218-9,66254218,self_service,FR,Paris,2025-02,9,2025-02-21T07:55:42.000Z,2025-02-21T08:15:36.000Z,7,8,4,0,Connexion,Déconnexion,login,logout,7,1194,199.0,24,514,6,4,1,1,0,7,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Changement de Mot de passe > Changer ses informations personnel > Changer ses informations personnel > Exporter remboursement > Déconnexion,login > login > personal_info > personal_info > personal_info > refunds > logout
3108134-1648-14,44811648,self_service,NL,Amsterdam,2025-02,14,2025-02-21T08:17:46.000Z,2025-02-21T08:38:28.000Z,8,8,4,0,Connexion,Déconnexion,login,logout,8,1242,177.43,38,560,6,4,1,1,1,7,1,1,1,0,0,2,1,1,10,1.25,0,0,0,normal,[],[],Connexion > Validation MFA > Télécharger un décompte > Exporter remboursement > Télécharger un décompte > Changer ses informations personnel > Changer ses informations personnel > Déconnexion,login > login > refunds > refunds > refunds > personal_info > personal_info > logout
