sessionId,insuredId,primary_anomaly_type,ensembleRiskScore,anomaly_prob,churn_prob,totalKOs,ipChanged,deviceChanged,maxDownloadsIn2Minutes,pingPongCount
7848598-4571-93,33414571,normal,0.005568282678723335,0.00013920707,0.0,0,0,0,1,0
3777821-8669-80,11358669,normal,0.0055452068336308,0.00013863017,0.0,0,0,0,0,0
3146322-9697-94,52669697,normal,0.005542738363146782,0.00013856846,0.0,0,0,0,0,0
7365006-9885-70,93739885,normal,0.005507786758244038,0.00013769467,0.0,0,0,0,1,0
4672718-2311-94,78272311,normal,0.005504500586539507,0.00013761251,0.0,1,0,0,1,0
5352084-8525-86,54138525,normal,0.005501981358975172,0.00013754953,0.0,1,0,0,0,0
4381865-5122-82,84015122,normal,0.005484973080456257,0.00013712433,0.0,0,0,0,1,0
7303850-2312-88,28402312,normal,0.005469121970236301,0.00013672805,0.0,0,0,0,1,0
1783866-4974-84,59884974,normal,0.005469028372317553,0.0001367257,0.0,0,0,0,1,0
9824820-6968-84,14296968,normal,0.005462951492518187,0.00013657378,0.0,0,0,0,0,0
1455056-1885-83,24671885,normal,0.005451284348964691,0.0001362821,0.0,0,0,0,2,0
7691071-4484-92,95874484,normal,0.0054322718642652035,0.0001358068,0.0,0,0,0,1,1
6193670-3938-73,12183938,normal,0.005417973734438419,0.00013544934,0.0,0,0,0,1,0
7666830-8525-80,54138525,normal,0.005416191183030605,0.00013540479,0.0,1,0,0,0,0
3217412-9172-75,76949172,normal,0.0054155923426151276,0.00013538981,0.0,1,0,0,0,0
3889817-2798-91,37632798,normal,0.005396905355155468,0.00013492264,0.0,0,0,0,0,0
1438542-7286-86,55537286,normal,0.005388811696320772,0.00013472029,0.0,0,0,0,1,0
1149628-9061-86,55149061,normal,0.005385092459619045,0.0001346273,0.0,1,0,0,1,0
5930800-9061-88,55149061,normal,0.0053828745149075985,0.00013457186,0.0,0,0,0,0,0
5777447-1981-69,29051981,normal,0.005371686536818743,0.00013429216,0.0,0,0,0,0,0
2829257-4571-90,33414571,normal,0.005357925780117512,0.00013394814,0.0,0,0,0,1,0
6138116-2858-89,94832858,normal,0.005354146007448435,0.00013385365,0.0,0,0,0,2,0
2873324-4900-90,93774900,normal,0.005348441191017628,0.00013371103,0.0,0,0,0,1,1
253757-6424-84,59396424,normal,0.005341026000678539,0.00013352565,0.0,1,0,0,0,0
8362991-6264-87,61156264,normal,0.005333976820111275,0.00013334941,0.0,1,0,0,0,0
9139886-8814-74,31498814,normal,0.005305474158376455,0.00013263685,0.0,0,0,0,0,0
4990164-6729-74,91586729,normal,0.005304972641170025,0.00013262432,0.0,0,0,0,0,0
8931428-6060-89,22986060,normal,0.005300998687744141,0.00013252496,0.0,0,0,0,1,0
5757922-2080-96,44102080,normal,0.0052823638543486595,0.0001320591,0.0,0,0,0,1,0
5152971-4786-79,68564786,normal,0.005273742601275444,0.00013184357,0.0,0,0,0,1,0
7880084-3375-82,68033375,normal,0.005265411455184221,0.00013163529,0.0,0,0,0,1,0
6902085-7366-78,18527366,normal,0.005253595765680075,0.0001313399,0.0,0,0,0,2,0
8773358-2130-75,73322130,normal,0.005252929404377937,0.00013132324,0.0,0,0,0,1,0
8721925-6871-85,39376871,normal,0.005242851562798023,0.00013107128,0.0,1,0,0,1,1
1652800-4442-76,25474442,normal,0.005241776816546917,0.00013104442,0.0,0,0,0,0,0
9314341-1110-84,43571110,normal,0.005235567688941956,0.0001308892,0.0,0,0,0,0,0
6565398-9442-85,25209442,normal,0.005218934267759323,0.00013047336,0.0,0,0,0,1,0
9440572-8614-75,31638614,normal,0.005210058763623238,0.00013025147,0.0,0,0,0,1,0
6276547-3105-82,67363105,normal,0.005209656432271004,0.00013024142,0.0,0,0,0,2,0
1449134-8910-86,75168910,normal,0.005191962234675884,0.00012979905,0.0,0,0,0,0,0
9605603-5252-69,55915252,normal,0.00516100786626339,0.0001290252,0.0,1,0,0,2,1
1439853-2312-86,28402312,normal,0.005148062016814947,0.00012870155,0.0,0,0,0,0,0
6108925-5696-79,77065696,normal,0.005137091968208551,0.0001284273,0.0,0,0,0,0,0
2965101-2080-92,44102080,normal,0.0051200734451413155,0.00012800183,0.0,0,0,0,2,0
5938459-9442-77,25209442,normal,0.005095817614346743,0.00012739544,0.0,0,0,0,0,0
4628411-4040-78,58984040,normal,0.005090300925076008,0.00012725752,0.0,0,0,0,0,0
2711370-0287-88,27030287,normal,0.0050899563357234,0.0001272489,0.0,0,0,0,0,0
9696705-3375-81,68033375,normal,0.005086909048259258,0.00012717272,0.0,0,0,0,0,0
5945472-9065-88,27499065,normal,0.005038623232394457,0.00012596558,0.0,0,0,0,1,0
5141495-5732-84,11185732,normal,0.005014638416469097,0.00012536596,0.0,0,0,0,1,0
7317401-7724-86,27557724,normal,0.004996801260858774,0.00012492003,0.0,0,0,0,1,0
7396884-5947-74,10045947,normal,0.004979121498763561,0.00012447804,0.0,0,0,0,0,0
560729-6510-92,24846510,normal,0.004977892152965069,0.00012444731,0.0,0,0,0,2,0
1287485-0864-84,70500864,normal,0.004974580369889736,0.00012436451,0.0,0,0,0,1,0
1989842-6729-89,91586729,normal,0.004969739355146885,0.00012424348,0.0,0,0,0,1,0
917220-1175-87,79661175,normal,0.004946435801684856,0.0001236609,0.0,1,0,0,0,0
2883169-6919-73,76106919,normal,0.004944233689457178,0.00012360585,0.0,0,0,0,1,0
759922-9061-82,55149061,normal,0.004934145137667656,0.00012335363,0.0,0,0,0,1,0
683557-7034-68,68217034,normal,0.004928451497107744,0.00012321128,0.0,0,0,0,0,0
2866203-5764-83,90495764,normal,0.004927041474729776,0.00012317604,0.0,1,0,0,0,0
3021426-1981-82,29051981,normal,0.00490871025249362,0.00012271776,0.0,0,0,0,0,0
4272611-1563-79,88461563,normal,0.004906360991299152,0.00012265902,0.0,1,0,0,2,0
9811676-7724-71,73967724,normal,0.004894072189927101,0.0001223518,0.0,0,0,0,1,0
3180554-9506-86,20109506,normal,0.004887664224952459,0.0001221916,0.0,0,0,0,0,0
1428681-6871-75,39376871,normal,0.0048823305405676365,0.00012205826,0.0,1,0,0,1,0
8074733-7387-76,64077387,normal,0.004866861272603273,0.00012167153,0.0,0,0,0,1,0
1632018-7550-80,95227550,normal,0.004856152459979057,0.00012140381,0.0,0,0,0,2,0
3141003-7626-71,94527626,normal,0.004853203892707825,0.00012133009,0.0,0,0,0,0,0
5320441-9788-91,32409788,normal,0.004852634854614735,0.000121315876,0.0,0,0,0,1,0
9919832-9817-82,83289817,normal,0.0048399632796645164,0.00012099908,0.0,1,0,0,0,0
2463004-7472-84,49677472,normal,0.004838421940803528,0.00012096055,0.0,1,0,0,1,0
2384244-9410-85,34969410,normal,0.004835765343159437,0.00012089413,0.0,1,0,0,0,0
8396241-1648-79,44811648,normal,0.004822663962841034,0.000120566605,0.0,0,0,0,0,0
332627-7387-83,64077387,normal,0.004821459762752056,0.00012053649,0.0,0,0,0,1,0
6428555-4571-88,33414571,normal,0.004797991365194321,0.00011994978,0.0,0,0,0,0,0
7841549-0842-89,45740842,normal,0.004797428380697966,0.000119935714,0.0,0,0,0,0,0
6092912-8422-82,38848422,normal,0.004796879831701517,0.00011992199,0.0,0,0,0,0,0
1097535-9286-74,83879286,normal,0.004795901011675596,0.00011989752,0.0,0,0,0,1,0
1013944-1110-91,43571110,normal,0.004792865365743637,0.000119821634,0.0,0,0,0,2,0
7853965-4154-82,34034154,normal,0.004792239051312208,0.000119805976,0.0,0,0,0,0,0
1667749-8814-82,31498814,normal,0.004786666948348284,0.00011966668,0.0,0,0,0,1,0
5791234-7689-86,70937689,normal,0.004771013744175434,0.00011927535,0.0,0,0,0,0,0
5847756-7738-80,58497738,normal,0.004768444690853357,0.000119211116,0.0,0,0,0,0,0
1948411-2041-82,26202041,normal,0.004752243869006634,0.0001188061,0.0,1,0,0,1,0
2306916-5386-79,90485386,normal,0.004744668956845999,0.00011861672,0.0,1,0,0,0,0
6845747-8614-82,31638614,normal,0.0047363825142383575,0.00011840957,0.0,0,0,0,2,0
8244599-4876-84,56944876,normal,0.004734377842396498,0.00011835944,0.0,0,0,0,0,0
3109908-9578-94,44739578,normal,0.00473193172365427,0.000118298296,0.0,0,0,0,0,0
2357469-4366-78,76114366,normal,0.004730505868792534,0.00011826265,0.0,0,0,0,2,0
3186473-0357-81,95930357,normal,0.004729968961328268,0.00011824923,0.0,0,0,0,1,0
9176661-3538-87,48973538,normal,0.004725879989564419,0.000118147,0.0,0,0,0,0,0
940579-3105-84,67363105,normal,0.004718063399195671,0.00011795159,0.0,0,0,0,1,0
7591569-8614-69,31638614,normal,0.004715085960924625,0.00011787715,0.0,0,0,0,1,0
2750317-4572-86,15254572,normal,0.004710066597908735,0.00011775166,0.0,0,0,0,1,0
3998811-7570-93,76017570,normal,0.004704675171524286,0.00011761688,0.0,0,0,0,0,0
7070468-1211-87,30561211,normal,0.004702719859778881,0.000117568,0.0,0,0,0,0,1
9519566-7689-83,70937689,normal,0.004699412267655134,0.0001174853,0.0,0,0,0,1,0
424007-6510-90,16886510,normal,0.004698273725807667,0.00011745684,0.0,1,0,0,1,0
858870-0287-84,27030287,normal,0.00469636544585228,0.00011740914,0.0,0,0,0,1,0
3778210-5732-89,11185732,normal,0.004687484819442034,0.00011718712,0.0,0,0,0,1,0
802802-1563-74,88461563,normal,0.004685187712311745,0.00011712969,0.0,0,0,0,2,0
1433341-5754-90,94265754,normal,0.004679432604461908,0.000116985815,0.0,0,0,0,1,0
8493322-0357-79,95930357,normal,0.004676617216318846,0.000116915435,0.0,0,0,0,1,0
9750171-9410-84,34969410,normal,0.004656078293919563,0.000116401956,0.0,1,0,0,0,0
8332912-4717-83,86054717,normal,0.004640157334506512,0.00011600393,0.0,0,0,0,1,0
6215715-6518-68,89116518,normal,0.004598356783390045,0.000114958915,0.0,0,0,0,2,0
1060666-5201-88,66335201,normal,0.004581938497722149,0.00011454846,0.0,0,0,0,0,0
934480-4040-67,58984040,normal,0.004579291678965092,0.00011448229,0.0,0,0,0,0,0
3550474-3538-81,48973538,normal,0.004561658017337322,0.00011404145,0.0,0,0,0,1,0
8054007-1492-72,36481492,normal,0.004545106552541256,0.00011362766,0.0,0,0,0,0,0
492287-5970-67,76515970,normal,0.004544608294963837,0.000113615206,0.0,1,0,0,1,0
3660304-8910-82,75168910,normal,0.0045321485958993435,0.000113303715,0.0,0,0,0,1,0
6983519-2130-81,73322130,normal,0.004523215815424919,0.0001130804,0.0,0,0,0,0,0
5615543-3375-87,68033375,normal,0.00451949518173933,0.00011298738,0.0,0,0,0,2,0
2130909-1782-76,80051782,normal,0.004500491078943014,0.00011251228,0.0,0,0,0,0,0
7698400-1665-83,52741665,normal,0.0045000663958489895,0.00011250166,0.0,0,0,0,0,0
7652640-6510-93,24846510,normal,0.004497320391237736,0.000112433016,0.0,0,0,0,1,0
6828338-4575-90,91674575,normal,0.004479597322642803,0.00011198993,0.0,0,0,0,1,0
687773-1492-82,36481492,normal,0.004469250328838825,0.00011173126,0.0,0,0,0,0,0
2539516-1632-80,97381632,normal,0.004463232588022947,0.00011158081,0.0,0,0,0,2,0
9172325-0357-91,95930357,normal,0.004462632350623608,0.00011156581,0.0,0,0,0,2,0
2958392-0324-84,48100324,normal,0.004453140310943127,0.00011132851,0.0,0,0,0,0,0
7696238-7235-80,86187235,normal,0.0044527072459459305,0.000111317684,0.0,0,0,0,0,0
3023882-0842-67,45740842,normal,0.004447089042514563,0.00011117723,0.0,0,0,0,1,0
5070149-7689-76,70937689,normal,0.004438116680830717,0.00011095292,0.0,0,0,0,2,0
8926623-8964-82,22978964,normal,0.0044356160797178745,0.0001108904,0.0,0,0,0,0,0
4372158-2041-83,26202041,normal,0.004435527138411999,0.00011088818,0.0,0,0,0,1,0
5175864-4154-67,34034154,normal,0.0044311475940048695,0.00011077869,0.0,0,0,0,0,0
6731969-0287-78,27030287,normal,0.004424468148499727,0.000110611705,0.0,0,0,0,0,0
5500279-6838-84,44416838,normal,0.0044226208701729774,0.00011056552,0.0,0,0,0,0,0
6654857-0324-80,48100324,normal,0.004409919958561659,0.000110247995,0.0,0,0,0,1,0
5128909-7366-89,18527366,normal,0.004399414639919996,0.00010998537,0.0,0,0,0,0,0
3824544-9720-81,76159720,normal,0.004398479126393795,0.000109961984,0.0,0,0,0,1,0
7914189-6208-83,34756208,normal,0.004397015552967787,0.00010992539,0.0,0,0,0,0,0
4548697-6871-87,39376871,normal,0.0043969908729195595,0.00010992477,0.0,1,0,0,1,0
6654765-6729-82,91586729,normal,0.0043889605440199375,0.00010972401,0.0,0,0,0,1,0
3890855-8614-87,31638614,normal,0.0043869102373719215,0.00010967275,0.0,0,0,0,1,0
7156157-4575-72,91674575,normal,0.0043853833340108395,0.00010963459,0.0,0,0,0,0,0
9889248-7034-83,68217034,normal,0.004384104162454605,0.0001096026,0.0,0,0,0,0,0
5171138-9286-85,83879286,normal,0.004382298327982426,0.00010955746,0.0,0,0,0,0,0
4030324-4575-83,91674575,normal,0.004380505997687578,0.00010951265,0.0,1,0,0,0,0
7666020-9578-81,44739578,normal,0.004377545788884163,0.000109438646,0.0,1,0,0,0,0
4064130-2858-88,94832858,normal,0.0043750666081905365,0.00010937667,0.0,0,0,0,0,0
2788728-1782-75,80051782,normal,0.004372731316834688,0.00010931829,0.0,0,0,0,0,0
6604678-5764-69,90495764,normal,0.004370288457721472,0.00010925721,0.0,0,0,0,0,0
4227633-1104-77,37941104,normal,0.004362086299806833,0.00010905216,0.0,0,0,0,1,0
3243875-1981-83,29051981,normal,0.004360493738204241,0.00010901234,0.0,0,0,0,0,0
8369891-0491-90,30500491,normal,0.004355552606284618,0.00010888882,0.0,0,0,0,0,0
1261174-9559-82,46409559,normal,0.004355328157544136,0.0001088832,0.0,0,0,0,0,0
2839806-5257-82,60355257,normal,0.004350907169282436,0.000108772685,0.0,0,0,0,0,0
9112627-1175-90,79661175,normal,0.004344995133578777,0.00010862488,0.0,0,0,0,0,0
1641933-8525-81,54138525,normal,0.004341487307101488,0.000108537184,0.0,0,0,0,1,0
4707137-1807-89,20101807,normal,0.004341218154877424,0.000108530454,0.0,0,0,0,0,0
7982212-6903-85,81316903,normal,0.004325338639318943,0.00010813346,0.0,0,0,0,0,0
6422291-2312-90,28402312,normal,0.00432379636913538,0.00010809491,0.0,0,0,0,1,0
6246759-8422-88,38848422,normal,0.004322926513850689,0.00010807316,0.0,0,0,0,0,0
1421845-8718-85,32908718,normal,0.004318521823734045,0.000107963046,0.0,0,0,0,0,0
9724826-8910-90,75168910,normal,0.004318282939493656,0.00010795708,0.0,0,0,0,2,0
6049735-4442-86,25474442,normal,0.0043152207508683205,0.000107880514,0.0,0,0,0,0,1
7986389-7304-75,31547304,normal,0.004312834702432156,0.000107820866,0.0,0,0,0,1,0
8529594-6054-93,83006054,normal,0.004303545691072941,0.00010758865,0.0,0,0,0,0,0
1020633-0213-84,32910213,normal,0.004303541965782642,0.000107588545,0.0,1,0,0,1,0
4915842-9697-93,52669697,normal,0.00430041179060936,0.0001075103,0.0,0,0,0,0,0
3754304-0659-84,76490659,normal,0.004283214919269085,0.00010708038,0.0,0,0,0,0,0
1129742-8132-73,36468132,normal,0.0042791529558598995,0.00010697882,0.0,0,0,0,0,0
1254838-8614-83,31638614,normal,0.004277313128113747,0.00010693283,0.0,0,0,0,1,0
8975881-6968-77,14296968,normal,0.004271517042070627,0.00010678793,0.0,0,0,0,1,0
9880842-5122-86,84015122,normal,0.004266273695975542,0.000106656844,0.0,0,0,0,2,0
7933966-6968-92,14296968,normal,0.004265659488737583,0.00010664149,0.0,0,0,0,1,0
7071339-8964-89,22978964,normal,0.004262418951839209,0.000106560474,0.0,1,0,0,0,0
481201-0357-83,95930357,normal,0.0042563993483781815,0.000106409985,0.0,0,0,0,0,0
3200516-6060-86,22986060,normal,0.004255892243236303,0.0001063973,0.0,0,0,0,1,0
5748635-9410-71,34969410,normal,0.004247669596225023,0.00010619174,0.0,0,0,0,0,0
274344-1058-86,76311058,normal,0.0042451838962733746,0.0001061296,0.0,0,0,0,1,0
247935-4578-90,68904578,normal,0.004244945012032986,0.000106123625,0.0,0,0,0,0,0
9876531-3826-84,10153826,normal,0.004236073233187199,0.00010590183,0.0,0,0,0,0,0
3860763-6518-72,89116518,normal,0.0042319633066654205,0.00010579908,0.0,0,0,0,0,0
4305231-4442-89,25474442,normal,0.004212399944663048,0.00010531,0.0,0,0,0,1,0
3971692-5764-87,90495764,normal,0.004211215302348137,0.00010528038,0.0,0,0,0,0,0
7170759-0911-86,15830911,normal,0.0042082685977220535,0.00010520672,0.0,0,0,0,0,0
8422314-4876-80,56944876,normal,0.00420248182490468,0.00010506205,0.0,0,0,0,0,0
3891062-0282-83,64010282,normal,0.004201364237815142,0.00010503411,0.0,0,0,0,1,0
2042553-4442-88,25474442,normal,0.00419042119756341,0.000104760526,0.0,0,0,0,0,0
2889787-6274-74,19536274,normal,0.004189210943877697,0.00010473027,0.0,0,0,0,2,0
8722374-9215-77,64939215,normal,0.004188918974250555,0.000104722974,0.0,0,0,0,0,0
2548013-7472-90,49677472,normal,0.0041883280500769615,0.0001047082,0.0,0,0,0,0,0
3134635-1563-89,88461563,normal,0.004183147102594376,0.00010457868,0.0,0,0,0,0,0
8088747-4932-83,84324932,normal,0.00418205838650465,0.00010455146,0.0,0,0,0,1,0
8390050-0491-92,30500491,normal,0.004177809692919254,0.00010444524,0.0,0,0,0,0,0
9958404-3538-69,48973538,normal,0.004172056447714567,0.00010430141,0.0,0,0,0,1,0
7452585-3538-82,48973538,normal,0.0041658272966742516,0.00010414568,0.0,0,0,0,0,0
6547937-4999-79,26094999,normal,0.004165088292211294,0.00010412721,0.0,0,0,0,1,0
1173484-5441-77,49965441,normal,0.004162162076681852,0.00010405405,0.0,0,0,0,1,0
7586484-9578-75,44739578,normal,0.0041576046496629715,0.00010394011,0.0,0,0,0,0,0
3875409-3938-88,12183938,normal,0.004156145732849836,0.00010390364,0.0,0,0,0,1,0
2526549-6919-82,76106919,normal,0.004143948666751385,0.00010359872,0.0,0,0,0,2,0
3503453-0667-82,65770667,normal,0.004143810831010342,0.000103595274,0.0,0,0,0,1,0
8777827-7724-82,73967724,normal,0.004141515586525202,0.00010353789,0.0,0,0,0,2,0
9373670-6054-78,83006054,normal,0.0041410853154957294,0.000103527134,0.0,0,0,0,0,0
7331126-0682-68,82890682,normal,0.004125886131078005,0.000103147155,0.0,0,0,0,1,0
3521017-4323-96,74584323,normal,0.004120122641324997,0.00010300306,0.0,0,0,0,1,0
4447378-4950-72,57174950,normal,0.0041149514727294445,0.00010287378,0.0,0,0,0,1,0
8921797-4575-79,91674575,normal,0.004114214330911636,0.00010285535,0.0,0,0,0,1,0
5297380-9031-79,66369031,normal,0.00410763593390584,0.0001026909,0.0,0,0,0,0,0
9936418-2174-78,67292174,normal,0.004103658255189657,0.00010259145,0.0,0,0,0,0,0
8648738-7235-83,86187235,normal,0.00410118605941534,0.00010252965,0.0,0,0,0,0,0
6458081-7472-87,49677472,normal,0.004086148925125599,0.000102153725,0.0,0,0,0,1,0
8783613-9442-82,25209442,normal,0.004084112122654915,0.0001021028,0.0,0,0,0,0,0
3177711-7235-90,86187235,normal,0.004083664156496525,0.0001020916,0.0,0,0,0,0,0
4252789-6102-77,58536102,normal,0.004072623327374458,0.00010181559,0.0,0,0,0,0,0
2567597-9697-90,52669697,normal,0.004065701272338629,0.00010164253,0.0,0,0,0,0,0
7026623-8990-88,25358990,normal,0.004064588807523251,0.00010161472,0.0,0,0,0,0,0
6675846-5178-75,88325178,normal,0.004062074236571789,0.00010155185,0.0,0,0,0,0,0
9370354-5386-84,90485386,normal,0.004061051178723574,0.00010152628,0.0,0,0,0,1,0
532119-1104-68,37941104,normal,0.004059263039380312,0.00010148157,0.0,0,0,0,0,0
5718518-8021-76,26998021,normal,0.004057935439050198,0.000101448386,0.0,0,0,0,1,0
2326011-1923-90,23191923,normal,0.004056635778397322,0.00010141589,0.0,0,0,0,2,0
818912-8467-78,34798467,normal,0.00405256450176239,0.00010131411,0.0,0,0,0,0,0
4573426-1175-91,79661175,normal,0.004050790797919035,0.00010126977,0.0,0,0,0,2,0
2738999-7304-69,31547304,normal,0.004046605434268713,0.00010116514,0.0,0,0,0,2,0
9949328-1175-94,79661175,normal,0.004045224282890558,0.00010113061,0.0,0,0,0,1,0
9081516-6871-88,39376871,normal,0.004044580738991499,0.000101114514,0.0,0,0,0,2,0
3420676-3100-87,38303100,normal,0.004034311044961214,0.000100857775,0.0,0,0,0,0,0
188735-1866-80,65621866,normal,0.004029766656458378,0.00010074416,0.0,0,0,0,1,0
1551698-9230-83,97899230,normal,0.004028598312288523,0.000100714955,0.0,0,0,0,0,0
517331-4932-85,84324932,normal,0.004020807798951864,0.00010052019,0.0,0,0,0,1,0
4917107-9737-82,26339737,normal,0.0040147192776203156,0.000100367986,0.0,0,0,0,0,0
6186307-1451-68,19911451,normal,0.003993204794824123,9.9830126e-05,0.0,0,0,0,1,0
8466351-8669-94,11358669,normal,0.0039834268391132355,9.958567e-05,0.0,0,0,0,0,0
8730893-3321-90,57193321,normal,0.003975912928581238,9.9397825e-05,0.0,0,0,0,0,0
9667200-1451-81,19911451,normal,0.003953904844820499,9.884762e-05,0.0,0,0,0,0,0
5437398-0788-83,22270788,normal,0.0039433506317436695,9.858376e-05,0.0,0,0,0,0,0
9001615-4572-88,15254572,normal,0.003936024848371744,9.840062e-05,0.0,0,0,0,2,0
899658-4572-84,15254572,normal,0.003934381064027548,9.835953e-05,0.0,0,0,0,2,0
3598451-8132-83,36468132,normal,0.003934107255190611,9.835268e-05,0.0,0,0,0,0,0
7688395-2130-88,73322130,normal,0.003930945880711079,9.8273646e-05,0.0,0,0,0,1,0
6475825-0842-87,45740842,normal,0.003925143741071224,9.81286e-05,0.0,0,0,0,1,0
2312251-6729-90,91586729,normal,0.003921099938452244,9.802749e-05,0.0,1,0,0,0,0
7719333-8723-90,70908723,normal,0.003920647315680981,9.8016186e-05,0.0,0,0,0,0,0
9636912-9232-80,26009232,normal,0.003920079208910465,9.8001976e-05,0.0,0,0,0,1,0
8645642-3375-89,68033375,normal,0.003916488494724035,9.791221e-05,0.0,0,0,0,0,0
1579836-2798-82,37632798,normal,0.003916021436452866,9.790054e-05,0.0,0,0,0,0,0
7040837-8135-88,24968135,normal,0.003913404885679483,9.783512e-05,0.0,0,0,0,0,0
8805364-2210-89,36722210,normal,0.003904306562617421,9.760766e-05,0.0,0,0,0,0,0
3379578-1110-88,43571110,normal,0.0039016411174088717,9.754103e-05,0.0,0,0,0,1,0
6619597-3105-88,67363105,normal,0.003898498835042119,9.746247e-05,0.0,0,0,0,2,0
1534662-9506-85,20109506,normal,0.003897621762007475,9.744054e-05,0.0,0,0,0,1,0
5882599-5970-81,76515970,normal,0.003893654327839613,9.7341355e-05,0.0,0,0,0,1,0
4933842-6208-76,34756208,normal,0.003893420100212097,9.7335505e-05,0.0,0,0,0,1,0
5136765-3826-80,10153826,normal,0.003892432665452361,9.731082e-05,0.0,0,0,0,0,0
984559-9715-77,59829715,normal,0.003881254233419895,9.7031356e-05,0.0,0,0,0,0,0
6758541-9885-85,93739885,normal,0.003879833035171032,9.699583e-05,0.0,0,0,0,0,0
5623624-3938-84,12183938,normal,0.003877370385453105,9.693426e-05,0.0,0,0,0,0,0
4247624-1110-94,43571110,normal,0.003877074457705021,9.692686e-05,0.0,0,0,0,1,0
6739676-3538-84,48973538,normal,0.00387101573869586,9.6775395e-05,0.0,0,0,0,2,0
3882500-1144-75,99581144,normal,0.003864358877763152,9.660897e-05,0.0,0,0,0,1,0
9869693-5396-87,95445396,normal,0.003858279436826706,9.6456984e-05,0.0,0,0,0,1,0
6531781-7738-79,58497738,normal,0.0038544037379324436,9.636009e-05,0.0,0,0,0,2,0
4538363-1072-87,39331072,normal,0.0038511850871145725,9.6279626e-05,0.0,0,0,0,0,0
1559208-2112-85,85582112,normal,0.0038438986521214247,9.6097465e-05,0.0,0,0,0,1,0
5580580-1545-82,64011545,normal,0.0038336599245667458,9.58415e-05,0.0,0,0,0,0,0
5955654-6871-93,39376871,normal,0.0038308058865368366,9.577015e-05,0.0,0,0,0,1,0
2225014-6838-70,44416838,normal,0.003827351611107588,9.568379e-05,0.0,0,0,0,0,0
6305114-7626-68,94527626,normal,0.003820602083578706,9.551505e-05,0.0,1,0,0,0,1
4198643-9715-75,59829715,normal,0.003803049214184284,9.507623e-05,0.0,0,0,0,1,0
3339427-1923-85,23191923,normal,0.003788459114730358,9.4711475e-05,0.0,0,0,0,1,0
6373694-0491-83,30500491,normal,0.0037774094380438328,9.4435236e-05,0.0,0,0,0,1,0
1574293-2798-90,37632798,normal,0.0037753067445009947,9.438267e-05,0.0,0,0,0,0,0
3849165-9232-70,26009232,normal,0.0037748890463262796,9.4372226e-05,0.0,0,0,0,1,0
5647661-0213-90,32910213,normal,0.0037661301903426647,9.4153256e-05,0.0,0,0,0,1,0
8068227-7178-83,66657178,normal,0.0037640801165252924,9.4102004e-05,0.0,0,0,0,0,0
2666377-8451-72,59358451,normal,0.0037613066378980875,9.4032664e-05,0.0,0,0,0,1,0
7785453-1144-82,99581144,normal,0.0037599727511405945,9.399932e-05,0.0,0,0,0,1,0
6573144-5201-93,66335201,normal,0.003753750119358301,9.384375e-05,0.0,0,0,0,1,0
884849-2903-85,19152903,normal,0.0037535494193434715,9.383874e-05,0.0,0,0,0,1,0
8384544-2903-83,19152903,normal,0.003751294920220971,9.378237e-05,0.0,0,0,0,0,0
5454088-1545-86,64011545,normal,0.0037488385569304228,9.372096e-05,0.0,0,0,0,0,0
1837486-6533-85,84346533,normal,0.00374421919696033,9.360548e-05,0.0,0,0,0,0,0
2935699-2130-82,73322130,normal,0.003724839072674513,9.312098e-05,0.0,0,0,0,1,0
216416-0240-69,69040240,normal,0.003722626715898514,9.306567e-05,0.0,0,0,0,1,0
3961603-1058-77,76311058,normal,0.0037212069146335125,9.3030176e-05,0.0,0,0,0,2,0
5097413-5580-72,69605580,normal,0.0037183198146522045,9.2958e-05,0.0,0,0,0,0,0
7829076-9061-90,55149061,normal,0.003715980565175414,9.2899514e-05,0.0,0,0,0,0,0
1201936-7304-76,31547304,normal,0.0037157393526285887,9.289348e-05,0.0,0,0,0,0,0
7047292-4123-76,20704123,normal,0.0037096217274665833,9.274054e-05,0.0,0,0,0,0,0
1638535-1563-84,88461563,normal,0.003704725531861186,9.261814e-05,0.0,0,0,0,2,0
5618259-1665-79,52741665,normal,0.0037027231883257627,9.256808e-05,0.0,0,0,0,0,0
8921208-7550-79,95227550,normal,0.0037023064214736223,9.255766e-05,0.0,0,0,0,1,0
9269432-1104-89,37941104,normal,0.0036994721740484238,9.248681e-05,0.0,0,0,0,0,0
3875862-3105-81,67363105,normal,0.003695565974339843,9.238915e-05,0.0,0,0,0,1,0
5308690-0864-76,70500864,normal,0.0036941247526556253,9.235312e-05,0.0,0,0,0,2,0
9104393-0324-83,48100324,normal,0.0036901533603668213,9.225383e-05,0.0,0,0,0,1,0
8611287-8377-83,90588377,normal,0.003681447356939316,9.2036185e-05,0.0,0,0,0,0,0
108266-6510-80,24846510,normal,0.003676844062283635,9.19211e-05,0.0,0,0,0,1,0
2271526-8718-80,32908718,normal,0.0036738826893270016,9.184707e-05,0.0,0,0,0,0,0
8031230-9720-87,76159720,normal,0.0036736412439495325,9.184103e-05,0.0,0,0,0,0,0
1706041-8467-77,34798467,normal,0.00367192504927516,9.179812e-05,0.0,0,0,0,1,0
122865-2130-83,73322130,normal,0.0036700102500617504,9.1750255e-05,0.0,0,0,0,2,0
5307389-1274-78,12801274,normal,0.0036632479168474674,9.15812e-05,0.0,0,0,0,0,0
