sessionId,insuredId,persona,countryCode,city,month,sessionNumber,sessionStart,sessionEnd,startHour,endHour,dayOfWeek,isWeekend,firstAction,lastAction,firstRoute,lastRoute,totalEvents,totalDurationSeconds,avgInterActionSeconds,minInterActionSeconds,maxInterActionSeconds,uniqueActions,uniqueRoutes,uniqueIpsUsed,uniqueDevicesUsed,totalKOs,totalOKs,longestKoStreak,hasLogin,hasLogout,ipChanged,deviceChanged,totalDownloadActions,maxDownloadsIn2Minutes,pingPongCount,riskScoreMax,riskScoreAvg,endedAbruptly,is_anomaly,anomaly_event_count,primary_anomaly_type,anomaly_types,campaignIds,actionSequenceSignature,routeSequenceSignature
5483055-7626-18,94527626,contact_heavy,DE,Munich,2025-03,18,2025-03-08T08:04:43.000Z,2025-03-08T08:05:39.000Z,8,8,5,1,Connexion,Connexion,login,login,3,56,28.0,22,34,1,1,1,1,3,0,3,1,0,0,0,0,0,0,35,25.0,1,1,3,distributed_brute_force,"[""distributed_brute_force""]","[""bf-626b3e9f55""]",Connexion > Connexion > Connexion,login > login > login
8423377-7286-20,55537286,self_service,DE,Munich,2025-03,20,2025-03-08T08:04:46.000Z,2025-03-08T08:05:03.000Z,8,8,5,1,Connexion,Connexion,login,login,2,17,17.0,17,17,1,1,1,1,2,0,2,1,0,0,0,0,0,0,20,20.0,1,1,2,distributed_brute_force,"[""distributed_brute_force""]","[""bf-626b3e9f55""]",Connexion > Connexion,login > login
8465253-3105-18,67363105,frequent_checker,DE,Munich,2025-03,18,2025-03-08T08:04:59.000Z,2025-03-08T08:06:06.000Z,8,8,5,1,Connexion,Connexion,login,login,3,67,33.5,32,35,1,1,1,1,3,0,3,1,0,0,0,0,0,0,35,25.0,1,1,3,distributed_brute_force,"[""distributed_brute_force""]","[""bf-626b3e9f55""]",Connexion > Connexion > Connexion,login > login > login
7657526-2041-18,26202041,self_service,DE,Berlin,2025-03,18,2025-03-08T08:05:01.000Z,2025-03-09T00:06:56.000Z,8,0,5,1,Connexion,Partager un justificatif du PACS,login,documents,5,57715,14428.75,16,20149,2,2,1,1,0,5,0,1,0,0,0,0,0,0,10,10.0,1,1,5,zombie_session,"[""zombie_session""]",[],Connexion > Partager un justificatif du PACS > Partager un justificatif du PACS > Partager un justificatif du PACS > Partager un justificatif du PACS,login > documents > documents > documents > documents
2358203-8594-18,17528594,frequent_checker,DE,Munich,2025-03,18,2025-03-08T08:05:12.000Z,2025-03-08T08:06:11.000Z,8,8,5,1,Connexion,Connexion,login,login,3,59,29.5,18,41,1,1,1,1,3,0,3,1,0,0,0,0,0,0,35,25.0,1,1,3,distributed_brute_force,"[""distributed_brute_force""]","[""bf-626b3e9f55""]",Connexion > Connexion > Connexion,login > login > login
2718947-5396-20,95445396,contact_heavy,DE,Munich,2025-03,20,2025-03-08T08:06:01.000Z,2025-03-08T08:07:00.000Z,8,8,5,1,Connexion,Connexion,login,login,4,59,19.67,13,24,1,1,1,1,4,0,4,1,0,0,0,0,0,0,35,27.5,1,1,4,distributed_brute_force,"[""distributed_brute_force""]","[""bf-626b3e9f55""]",Connexion > Connexion > Connexion > Connexion,login > login > login > login
2030194-4066-18,61094066,new_user,DE,Munich,2025-03,18,2025-03-08T08:07:25.000Z,2025-03-08T08:07:58.000Z,8,8,5,1,Connexion,Connexion,login,login,2,33,33.0,33,33,1,1,1,1,2,0,2,1,0,0,0,0,0,0,20,20.0,1,1,2,distributed_brute_force,"[""distributed_brute_force""]","[""bf-626b3e9f55""]",Connexion > Connexion,login > login
4046708-5319-21,29595319,admin_delegated,FR,Lyon,2025-03,21,2025-03-08T08:08:44.000Z,2025-03-08T08:31:32.000Z,8,8,5,1,Connexion SSO,SSO Disconnect,login,logout,5,1368,342.0,31,607,4,4,1,1,0,5,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],"Connexion SSO > Signature électronique d'un mandat sepa > Signature électronique d'un mandat sepa > Changer les coordonnées bancaire, changement de RIB pour les cotisations > SSO Disconnect",login > beneficiaries > beneficiaries > banking > logout
5864734-7286-17,55537286,self_service,FR,Lyon,2025-03,17,2025-03-08T08:35:34.000Z,2025-03-08T08:40:13.000Z,8,8,5,1,Connexion SSO,SSO Disconnect,login,logout,3,279,139.5,27,252,3,3,1,1,0,3,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Changer les coordonnées bancaire > SSO Disconnect,login > banking > logout
6022044-1648-21,44811648,self_service,NL,Amsterdam,2025-03,21,2025-03-08T08:44:14.000Z,2025-03-08T08:51:40.000Z,8,8,5,1,Connexion,Déconnexion,login,logout,4,446,148.67,40,354,4,3,1,1,0,4,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Partager un justificatif du PACS > Déconnexion,login > login > documents > logout
7186371-4323-19,74584323,frequent_checker,FR,Nantes,2025-03,19,2025-03-08T09:03:26.000Z,2025-03-08T09:07:03.000Z,9,9,5,1,Connexion,Déconnexion,login,logout,6,217,43.4,11,110,6,3,1,1,0,6,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Sélection email MFA > Régénération code MFA > Validation MFA > Renvoi carte TP papier > Déconnexion,login > login > login > login > tp_card > logout
7276072-3292-21,75583292,admin_delegated,DE,Berlin,2025-03,21,2025-03-08T10:27:07.000Z,2025-03-08T10:39:39.000Z,10,10,5,1,Connexion en tant que,SSO Disconnect,login,logout,5,752,188.0,33,314,4,3,1,1,0,5,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion en tant que > Signature électronique d'un mandat sepa > Signature électronique d'un mandat sepa > Changer l'organisme de rattachement sécu. Social > SSO Disconnect,login > beneficiaries > beneficiaries > beneficiaries > logout
960357-7689-16,70937689,self_service,FR,Nantes,2025-03,16,2025-03-08T11:10:41.000Z,2025-03-08T11:26:54.000Z,11,11,5,1,Connexion SSO,SSO Disconnect,login,logout,5,973,243.25,43,479,5,4,1,1,1,4,1,1,1,0,0,1,1,0,10,2.0,0,0,0,normal,[],[],Connexion SSO > Partager un justificatif du PACS > Envoi d'un document > Changer ses informations personnel > SSO Disconnect,login > documents > documents > personal_info > logout
7447955-6250-19,87156250,frequent_checker,NL,Amsterdam,2025-03,19,2025-03-08T12:10:24.000Z,2025-03-08T12:13:06.000Z,12,12,5,1,Connexion,Déconnexion,login,logout,3,162,81.0,37,125,3,3,1,1,0,3,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Exporter remboursement > Déconnexion,login > refunds > logout
4741333-5441-16,49965441,new_user,ES,Barcelona,2025-03,16,2025-03-08T12:34:06.000Z,2025-03-08T12:37:16.000Z,12,12,5,1,Connexion,Déconnexion,login,logout,3,190,95.0,28,162,3,3,1,1,0,3,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Changer ses informations personnel > Déconnexion,login > personal_info > logout
5192243-7235-20,86187235,admin_delegated,FR,Nantes,2025-03,20,2025-03-08T12:46:28.000Z,2025-03-08T12:51:24.000Z,12,12,5,1,Connexion SSO,SSO Disconnect,login,logout,3,296,148.0,39,257,3,3,1,1,0,3,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Changer les coordonnées bancaire > SSO Disconnect,login > banking > logout
7622147-6510-17,24846510,frequent_checker,FR,Lyon,2025-03,17,2025-03-08T14:21:01.000Z,2025-03-08T14:28:32.000Z,14,14,5,1,Connexion,Ouverture d'un document contractuel,login,documents,6,451,90.2,30,178,5,5,1,1,3,3,1,1,1,0,0,2,1,0,25,7.5,0,1,6,impossible_seq,"[""impossible_seq""]",[],Connexion > Exporter remboursement > Renvoi carte TP papier > Déconnexion > Exporter remboursement > Ouverture d'un document contractuel,login > refunds > preferences > logout > refunds > documents
7566056-6274-21,19536274,new_user,FR,Paris,2025-03,21,2025-03-08T14:38:11.000Z,2025-03-08T14:49:00.000Z,14,14,5,1,Connexion,Déconnexion,login,logout,5,649,162.25,24,521,5,4,1,1,0,5,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Téléchargement carte TP > Changer ses informations personnel > Déconnexion,login > login > tp_card > personal_info > logout
1436741-1104-18,37941104,self_service,FR,Paris,2025-03,18,2025-03-08T14:39:09.000Z,2025-03-08T14:46:48.000Z,14,14,5,1,Connexion,Déconnexion,login,logout,6,459,91.8,16,362,6,3,1,1,0,6,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Sélection email MFA > Régénération code MFA > Validation MFA > Ouverture d'un document contractuel > Déconnexion,login > login > login > login > documents > logout
6579733-9578-16,44739578,contact_heavy,DE,Frankfurt,2025-03,16,2025-03-08T15:04:39.000Z,2025-03-08T15:18:25.000Z,15,15,5,1,Connexion,Déconnexion,login,logout,7,826,137.67,21,470,7,3,1,1,1,6,1,1,1,0,0,0,0,0,10,1.43,0,0,0,normal,[],[],Connexion > Sélection email MFA > Régénération code MFA > Validation MFA > Contactez nous : via message (Mes garanties) > Contactez nous : via message (Mes prises en charge/devis) > Déconnexion,login > login > login > login > contact_general > contact_general > logout
515089-7387-19,64077387,self_service,FR,Lille,2025-03,19,2025-03-08T15:19:07.000Z,2025-03-08T15:34:59.000Z,15,15,5,1,Connexion,Déconnexion,login,logout,6,952,190.4,53,436,6,4,1,1,0,6,0,1,1,0,0,2,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Ouverture d'un document contractuel > Envoi d'un document > Changer ses informations personnel > Déconnexion,login > login > documents > documents > personal_info > logout
1457072-3105-17,67363105,frequent_checker,PT,Braga,2025-03,17,2025-03-08T17:30:05.000Z,2025-03-08T17:38:01.000Z,17,17,5,1,Connexion SSO,SSO Disconnect,login,logout,6,476,95.2,33,175,5,4,1,1,1,5,1,1,1,0,0,3,2,0,10,1.67,0,0,0,normal,[],[],Connexion SSO > Télécharger le certificat d'adhésion > Exporter remboursement > Téléchargement de la carte de tiers payant > Téléchargement de la carte de tiers payant > SSO Disconnect,login > refunds > refunds > tp_card > tp_card > logout
412395-0788-23,22270788,admin_delegated,ES,Seville,2025-03,23,2025-03-08T17:48:48.000Z,2025-03-08T17:57:27.000Z,17,17,5,1,Connexion en tant que,SSO Disconnect,login,logout,3,519,259.5,38,481,3,3,1,1,0,3,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion en tant que > Signature électronique d'un mandat sepa > SSO Disconnect,login > beneficiaries > logout
4802992-4066-21,61094066,new_user,NL,Amsterdam,2025-03,21,2025-03-08T17:53:30.000Z,2025-03-08T18:00:37.000Z,17,18,5,1,Connexion,Déconnexion,login,logout,3,427,213.5,36,391,3,3,1,1,0,3,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Changement de Mot de passe > Déconnexion,login > personal_info > logout
2143883-5178-16,88325178,contact_heavy,FR,Marseille,2025-03,16,2025-03-08T17:54:34.000Z,2025-03-08T18:04:47.000Z,17,18,5,1,Connexion SSO,SSO Disconnect,login,logout,4,613,204.33,43,326,3,3,1,1,0,4,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Envoi d'une réclamation > Envoi d'une réclamation > SSO Disconnect,login > claims > claims > logout
419705-4484-15,95874484,admin_delegated,FR,Lyon,2025-03,15,2025-03-08T18:02:21.000Z,2025-03-08T18:19:05.000Z,18,18,5,1,Connexion,Déconnexion,login,logout,5,1004,251.0,17,676,4,3,1,1,0,5,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Changer l'organisme de rattachement sécu. Social > Changer l'organisme de rattachement sécu. Social > Déconnexion,login > login > beneficiaries > beneficiaries > logout
7424552-4950-21,11324950,contact_heavy,FR,Lyon,2025-03,21,2025-03-08T18:19:01.000Z,2025-03-08T18:28:05.000Z,18,18,5,1,Connexion,Déconnexion,login,logout,5,544,136.0,18,238,5,3,1,1,0,5,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Contactez nous : via message (Mes remboursements) > Envoi d'un message > Déconnexion,login > login > contact_general > contact_general > logout
6661378-7464-17,37787464,frequent_checker,FR,Nantes,2025-03,17,2025-03-08T18:33:53.000Z,2025-03-08T18:34:41.000Z,18,18,5,1,Connexion SSO,SSO Disconnect,login,logout,3,48,24.0,12,36,3,3,1,1,0,3,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Envoi carte TP par mail > SSO Disconnect,login > tp_card > logout
358716-9061-19,55149061,self_service,NL,Amsterdam,2025-03,19,2025-03-09T07:59:08.000Z,2025-03-09T08:00:17.000Z,7,8,6,1,Connexion,Déconnexion,login,logout,3,69,34.5,20,49,3,2,1,1,0,3,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Déconnexion,login > login > logout
2675900-1885-23,24671885,frequent_checker,IT,Bologna,2025-03,23,2025-03-09T08:14:25.000Z,2025-03-09T08:19:32.000Z,8,8,6,1,Connexion,Déconnexion,login,logout,5,307,76.75,36,163,4,3,1,1,0,5,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Exporter remboursement > Exporter remboursement > Déconnexion,login > login > refunds > refunds > logout
5354685-9286-18,83879286,frequent_checker,FR,Marseille,2025-03,18,2025-03-09T08:30:03.000Z,2025-03-09T08:35:14.000Z,8,8,6,1,Connexion,Déconnexion,login,logout,8,311,44.43,11,73,7,3,1,1,0,8,0,1,1,0,0,3,2,0,0,0.0,0,0,0,normal,[],[],Connexion > Sélection email MFA > Régénération code MFA > Validation MFA > Téléchargement de la carte de tiers payant > Renvoi carte TP papier > Renvoi carte TP papier > Déconnexion,login > login > login > login > tp_card > tp_card > tp_card > logout
3073883-2312-19,28402312,admin_delegated,FR,Paris,2025-03,19,2025-03-09T08:31:20.000Z,2025-03-09T08:38:52.000Z,8,8,6,1,Connexion SSO,SSO Disconnect,login,logout,3,452,226.0,22,430,3,3,1,1,0,3,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Signature électronique d'un mandat sepa > SSO Disconnect,login > beneficiaries > logout
2396877-7178-17,66657178,admin_delegated,DE,Hamburg,2025-03,17,2025-03-09T08:34:14.000Z,2025-03-09T09:10:23.000Z,8,9,6,1,Connexion,Déconnexion,login,logout,7,2169,361.5,47,762,5,5,1,1,0,7,0,1,1,0,0,2,2,0,0,0.0,0,0,0,normal,[],[],Connexion > Changer les coordonnées bancaire > Changer les coordonnées bancaire > Changer l'organisme de rattachement sécu. Social > Envoi carte TP par mail > Envoi carte TP par mail > Déconnexion,login > banking > banking > beneficiaries > preferences > preferences > logout
4209169-1104-17,37941104,self_service,FR,Paris,2025-03,17,2025-03-09T08:42:56.000Z,2025-03-09T08:48:49.000Z,8,8,6,1,Connexion,Déconnexion,login,logout,7,353,58.83,29,100,7,3,1,1,0,7,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Sélection email MFA > Régénération code MFA > Validation MFA > Télécharger un décompte > Exporter remboursement > Déconnexion,login > login > login > login > refunds > refunds > logout
6579483-2311-16,78272311,self_service,FR,Lille,2025-03,16,2025-03-09T08:46:19.000Z,2025-03-09T09:09:59.000Z,8,9,6,1,Connexion,Déconnexion,login,logout,9,1420,177.5,31,386,6,4,1,1,0,9,0,1,1,0,0,2,1,1,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Changer ses informations personnel > Changer ses informations personnel > Changement de Mot de passe > Changer ses informations personnel > Télécharger le certificat d'adhésion > Télécharger le certificat d'adhésion > Déconnexion,login > login > personal_info > personal_info > personal_info > personal_info > refunds > refunds > logout
357533-6967-18,65756967,admin_delegated,FR,Marseille,2025-03,18,2025-03-09T09:05:31.000Z,2025-03-09T09:27:56.000Z,9,9,6,1,Connexion,Déconnexion,login,logout,6,1345,269.0,14,695,5,4,1,1,0,6,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],"Connexion > Validation MFA > Changer l'organisme de rattachement sécu. Social > Changer l'organisme de rattachement sécu. Social > Changer les coordonnées bancaire, changement de RIB pour les cotisations > Déconnexion",login > login > beneficiaries > beneficiaries > banking > logout
6194980-6510-20,24846510,frequent_checker,FR,Lyon,2025-03,20,2025-03-09T10:10:21.000Z,2025-03-09T10:16:43.000Z,10,10,6,1,Connexion SSO,SSO Disconnect,login,logout,5,382,95.5,26,164,5,4,1,1,0,5,0,1,1,0,0,2,2,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Exporter remboursement > Télécharger un décompte > Téléchargement carte TP > SSO Disconnect,login > refunds > refunds > tp_card > logout
9836984-4974-19,59884974,admin_delegated,FR,Bordeaux,2025-03,19,2025-03-09T10:36:40.000Z,2025-03-09T11:05:13.000Z,10,11,6,1,Connexion en tant que,SSO Disconnect,login,logout,5,1713,428.25,38,659,4,4,1,1,0,5,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion en tant que > Changer l'organisme de rattachement sécu. Social > Changer l'organisme de rattachement sécu. Social > Signature électronique d'un mandat sepa > SSO Disconnect,login > beneficiaries > beneficiaries > banking > logout
6335313-2112-23,85582112,frequent_checker,FR,Nantes,2025-03,23,2025-03-09T11:01:48.000Z,2025-03-09T11:13:16.000Z,11,11,6,1,Connexion,Déconnexion,login,logout,8,688,98.29,15,405,7,3,1,1,1,7,1,1,1,0,0,2,2,0,10,1.25,0,0,0,normal,[],[],Connexion > Sélection email MFA > Régénération code MFA > Validation MFA > Partager un justificatif du PACS > Ouverture d'un document contractuel > Ouverture d'un document contractuel > Déconnexion,login > login > login > login > documents > documents > documents > logout
2076224-5396-18,95445396,contact_heavy,NL,Amsterdam,2025-03,18,2025-03-09T11:54:38.000Z,2025-03-09T12:08:05.000Z,11,12,6,1,Connexion,Déconnexion,login,logout,7,807,134.5,13,392,6,3,1,1,0,7,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Sélection email MFA > Régénération code MFA > Validation MFA > Envoi d'une réclamation > Envoi d'une réclamation > Déconnexion,login > login > login > login > claims > claims > logout
814494-6060-23,22986060,contact_heavy,DE,Hamburg,2025-03,23,2025-03-09T12:22:13.000Z,2025-03-09T12:27:39.000Z,12,12,6,1,Connexion,Déconnexion,login,logout,5,326,81.5,10,193,4,3,1,1,0,5,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Envoi d'une réclamation > Envoi d'une réclamation > Déconnexion,login > login > claims > claims > logout
7836413-7890-22,51497890,self_service,FR,Lyon,2025-03,22,2025-03-09T12:40:29.000Z,2025-03-09T12:41:15.000Z,12,12,6,1,Connexion SSO,SSO Disconnect,login,logout,2,46,46.0,46,46,2,2,1,1,0,2,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > SSO Disconnect,login > logout
205759-6730-21,35396730,admin_delegated,NL,Utrecht,2025-03,21,2025-03-09T12:52:36.000Z,2025-03-09T13:01:21.000Z,12,13,6,1,Connexion SSO,SSO Disconnect,login,logout,4,525,175.0,51,313,4,3,1,1,0,4,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Partager un justificatif du PACS > Envoi d'un document > SSO Disconnect,login > documents > documents > logout
2322856-9559-20,46409559,frequent_checker,IT,Rome,2025-03,20,2025-03-09T12:56:18.000Z,2025-03-09T13:11:37.000Z,12,13,6,1,Connexion SSO,SSO Disconnect,login,logout,6,919,183.8,18,418,4,4,1,1,0,6,0,1,1,0,0,4,3,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Téléchargement carte TP > Téléchargement carte TP > Envoi d'un document > Envoi d'un document > SSO Disconnect,login > tp_card > tp_card > documents > documents > logout
9544989-5754-21,94265754,self_service,LU,Luxembourg,2025-03,21,2025-03-09T14:44:20.000Z,2025-03-09T14:53:18.000Z,14,14,6,1,Connexion SSO,SSO Disconnect,login,logout,6,538,107.6,32,270,5,4,1,1,0,6,0,1,1,0,0,2,1,1,0,0.0,0,0,0,normal,[],[],Connexion SSO > Envoi d'un document > Exporter remboursement > Télécharger un décompte > Exporter remboursement > SSO Disconnect,login > documents > refunds > refunds > refunds > logout
6352146-9442-21,25209442,new_user,FR,Paris,2025-03,21,2025-03-09T15:04:54.000Z,2025-03-09T15:12:10.000Z,15,15,6,1,Connexion,Déconnexion,login,logout,4,436,145.33,46,318,4,3,1,1,0,4,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Partager un justificatif du PACS > Ouverture d'un document contractuel > Déconnexion,login > documents > documents > logout
312383-8669-19,11358669,self_service,FR,Lille,2025-03,19,2025-03-09T17:20:17.000Z,2025-03-09T18:04:58.000Z,17,18,6,1,Connexion,Déconnexion,login,logout,8,2681,383.0,40,871,6,4,1,1,1,7,1,1,1,0,0,0,0,1,10,1.25,0,0,0,normal,[],[],Connexion > Signature électronique d'un mandat sepa > Changer les coordonnées bancaire > Changer ses informations personnel > Changer ses informations personnel > Changement de Mot de passe > Changer ses informations personnel > Déconnexion,login > banking > banking > personal_info > personal_info > personal_info > personal_info > logout
4555230-1632-17,97381632,frequent_checker,FR,Lille,2025-03,17,2025-03-09T17:24:03.000Z,2025-03-09T17:26:56.000Z,17,17,6,1,Connexion SSO,SSO Disconnect,login,logout,4,173,57.67,34,102,4,3,1,1,0,4,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Télécharger un décompte > Exporter remboursement > SSO Disconnect,login > refunds > refunds > logout
2390723-2311-22,78272311,self_service,FR,Lille,2025-03,22,2025-03-09T17:52:23.000Z,2025-03-09T17:57:40.000Z,17,17,6,1,Connexion,Déconnexion,login,logout,4,317,105.67,39,220,4,3,1,1,0,4,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Changement de Mot de passe > Déconnexion,login > login > personal_info > logout
6783766-0282-16,64010282,contact_heavy,FR,Lyon,2025-03,16,2025-03-09T18:18:23.000Z,2025-03-09T18:32:09.000Z,18,18,6,1,Connexion,Déconnexion,login,logout,4,826,275.33,27,428,4,3,1,1,0,4,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Contactez nous : via message (Mes remboursements) > Envoi d'un message > Déconnexion,login > contact_general > contact_general > logout
7523891-0967-23,42340967,admin_delegated,FR,Lyon,2025-03,23,2025-03-10T07:50:13.000Z,2025-03-10T08:09:20.000Z,7,8,0,0,Connexion en tant que,SSO Disconnect,login,logout,6,1147,229.4,45,389,3,4,1,1,0,6,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion en tant que > Signature électronique d'un mandat sepa > Signature électronique d'un mandat sepa > Signature électronique d'un mandat sepa > Signature électronique d'un mandat sepa > SSO Disconnect,login > banking > banking > beneficiaries > beneficiaries > logout
2102187-4999-21,26094999,self_service,IT,Turin,2025-03,21,2025-03-10T08:09:07.000Z,2025-03-10T08:15:56.000Z,8,8,0,0,Connexion,Déconnexion,login,logout,5,409,102.25,26,190,5,4,1,1,0,5,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Changer ses informations personnel > Envoi d'un document > Déconnexion,login > login > personal_info > documents > logout
3672444-9442-15,25209442,new_user,FR,Paris,2025-03,15,2025-03-10T08:10:24.000Z,2025-03-10T08:13:06.000Z,8,8,0,0,Connexion,Déconnexion,login,logout,4,162,54.0,13,97,4,3,1,1,0,4,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Validation MFA > Téléchargement de la carte de tiers payant > Déconnexion,login > login > tp_card > logout
9458178-9031-21,66369031,admin_delegated,DE,Berlin,2025-03,21,2025-03-10T08:12:42.000Z,2025-03-10T08:22:32.000Z,8,8,0,0,Connexion,Déconnexion,login,logout,4,590,196.67,37,398,4,3,1,1,0,4,0,1,1,0,0,2,1,0,0,0.0,0,0,0,normal,[],[],Connexion > Envoi d'un document > Ouverture d'un document contractuel > Déconnexion,login > documents > documents > logout
4138779-6510-23,24846510,frequent_checker,FR,Lyon,2025-03,23,2025-03-10T08:23:47.000Z,2025-03-10T08:26:09.000Z,8,8,0,0,Connexion SSO,SSO Disconnect,login,logout,3,142,71.0,40,102,3,3,1,1,0,3,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Téléchargement de la carte de tiers payant > SSO Disconnect,login > tp_card > logout
8480895-1632-18,97381632,frequent_checker,FR,Lille,2025-03,18,2025-03-10T08:23:56.000Z,2025-03-10T08:27:14.000Z,8,8,0,0,Connexion,Déconnexion,login,logout,5,198,49.5,28,85,4,3,1,1,0,5,0,1,1,0,0,1,1,1,0,0.0,0,0,0,normal,[],[],Connexion > Exporter remboursement > Télécharger un décompte > Exporter remboursement > Déconnexion,login > refunds > refunds > refunds > logout
5378569-0911-23,15830911,frequent_checker,FR,Toulouse,2025-03,23,2025-03-10T08:35:44.000Z,2025-03-10T08:42:55.000Z,8,8,0,0,Connexion,Déconnexion,login,logout,4,431,143.67,42,285,4,4,1,1,0,4,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Exporter remboursement > Partager un justificatif du PACS > Déconnexion,login > refunds > documents > logout
5501025-3100-19,38303100,frequent_checker,FR,Lille,2025-03,19,2025-03-10T08:36:48.000Z,2025-03-10T08:39:28.000Z,8,8,0,0,Connexion SSO,SSO Disconnect,login,logout,3,160,80.0,38,122,3,3,1,1,0,3,0,1,1,0,0,1,1,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > Télécharger le certificat d'adhésion > SSO Disconnect,login > refunds > logout
8793972-5319-22,29595319,admin_delegated,FR,Lyon,2025-03,22,2025-03-10T08:38:46.000Z,2025-03-10T09:08:29.000Z,8,9,0,0,Connexion SSO,SSO Disconnect,login,logout,5,1783,445.75,26,813,4,3,1,1,0,5,0,1,1,0,0,0,0,1,0,0.0,0,0,0,normal,[],[],Connexion SSO > Signature électronique d'un mandat sepa > Changer les coordonnées bancaire > Signature électronique d'un mandat sepa > SSO Disconnect,login > banking > banking > banking > logout
3104177-8377-21,90588377,contact_heavy,FR,Marseille,2025-03,21,2025-03-10T08:40:45.000Z,2025-03-10T08:54:18.000Z,8,8,0,0,Connexion,Déconnexion,login,logout,5,813,203.25,52,344,4,4,1,1,0,5,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion > Exporter remboursement > Envoi d'une réclamation > Envoi d'une réclamation > Déconnexion,login > refunds > claims > claims > logout
7532262-9230-18,97899230,admin_delegated,FR,Lille,2025-03,18,2025-03-10T08:41:06.000Z,2025-03-10T08:47:37.000Z,8,8,0,0,Connexion en tant que,SSO Disconnect,login,logout,3,391,195.5,32,359,3,3,1,1,0,3,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],"Connexion en tant que > Changer les coordonnées bancaire, changement de RIB pour les cotisations > SSO Disconnect",login > banking > logout
9637027-8990-21,25358990,frequent_checker,FR,Marseille,2025-03,21,2025-03-10T08:43:56.000Z,2025-03-10T08:44:51.000Z,8,8,0,0,Connexion SSO,SSO Disconnect,login,logout,2,55,55.0,55,55,2,2,1,1,0,2,0,1,1,0,0,0,0,0,0,0.0,0,0,0,normal,[],[],Connexion SSO > SSO Disconnect,login > logout
