from_action,to_action,count,probability
"Contactez nous : via message (Mon adhésion, Autres)",Contactez nous : via message (Mes remboursements),18,0.06976744186046512
Contactez nous : via message (Mes prises en charge/devis),Envoi d'un message,18,0.10843373493975904
Envoi d'une réclamation,Envoi d'un message,18,0.020224719101123594
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Ouverture d'un document contractuel,18,0.015817223198594025
Contactez nous : via message (Mes remboursements),Contactez nous : via message (Mes remboursements),18,0.061855670103092786
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Changement de Mot de passe,18,0.015817223198594025
"Changer les coordonnées bancaire, changement de RIB de bénéficiaire","Changer les coordonnées bancaire, changement de RIB pour les remboursements",18,0.17647058823529413
Télécharger le certificat d'adhésion,Changement de Mot de passe,18,0.015126050420168067
"Changer les coordonnées bancaire, changement de RIB pour les remboursements","Changer les coordonnées bancaire, changement de RIB de bénéficiaire",17,0.017382413087934562
Envoi d'un message,Partager un justificatif du PACS,17,0.03761061946902655
Télécharger un décompte,demander un renvoi par mail d'échéancier,17,0.007884972170686457
Envoi d'un document,Ajout de la carte tiers payant dans le wallet,17,0.00622938805423232
Ouverture d'un document contractuel,Téléchargement carte TP,17,0.007349762213575443
Partager un justificatif du PACS,Envoi d'un message,17,0.011556764106050306
Téléchargement carte TP,Envoi d'un document,17,0.016037735849056604
Télécharger le certificat d'adhésion,Envoi d'une réclamation,17,0.014285714285714285
Envoi d'une réclamation,Exporter remboursement,17,0.019101123595505618
Exporter remboursement,Envoi d'une réclamation,17,0.004781997187060478
envoi d'une demande de résiliation,Envoi d'un document,17,0.02401129943502825
Envoi carte TP par mail,Exporter remboursement,17,0.01995305164319249
Envoi d'un document,"Contactez nous : via message (Mon adhésion, Autres)",16,0.005862953462806889
Ajout de la carte tiers payant dans le wallet,Télécharger le certificat d'adhésion,16,0.0547945205479452
Envoi carte TP par mail,Ouverture d'un document contractuel,16,0.018779342723004695
Ouverture d'un document contractuel,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",16,0.006917423259835711
Exporter remboursement,Changer les coordonnées bancaire,16,0.00450070323488045
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Changement de Mot de passe,16,0.016359918200409
Exporter remboursement,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",16,0.00450070323488045
Envoi d'une réclamation,Ouverture d'un document contractuel,16,0.017977528089887642
"Contactez nous : via message (Mon adhésion, Autres)",Contactez nous : via message (Mes garanties),16,0.06201550387596899
Contactez nous : via message (Mes prises en charge/devis),SSO Disconnect,16,0.0963855421686747
Ajout de la carte tiers payant dans le wallet,Envoi d'un document,16,0.0547945205479452
Télécharger un décompte,Ajout de la carte tiers payant dans le wallet,15,0.006957328385899814
Envoi d'un document,Téléchargement carte TP,15,0.005496518871381458
"Contactez nous : via message (Mon adhésion, Autres)",Envoi d'un document,15,0.05813953488372093
Envoi d'une réclamation,Télécharger le certificat d'adhésion,15,0.016853932584269662
envoi d'une demande de résiliation,Exporter remboursement,15,0.0211864406779661
"Changer les coordonnées bancaire, changement de RIB de bénéficiaire",Déconnexion,15,0.14705882352941177
Envoi d'un document,demander un renvoi par mail d'échéancier,15,0.005496518871381458
Téléchargement carte TP,Changer ses informations personnel,15,0.014150943396226415
Signature électronique d'un mandat sepa,Télécharger un décompte,15,0.003965107057890563
Exporter remboursement,envoi d'une demande de résiliation,15,0.004219409282700422
Envoi d'un message,Contactez nous : via message (Mes prises en charge/devis),14,0.030973451327433628
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Ouverture d'un document contractuel,14,0.014314928425357873
Contactez nous : via message (Mes remboursements),"Contactez nous : via message (Mon adhésion, Autres)",14,0.048109965635738834
"Changer les coordonnées bancaire, changement de RIB de bénéficiaire","Changer les coordonnées bancaire, changement de RIB de bénéficiaire",14,0.13725490196078433
Contactez nous : via message (Mes remboursements),Contactez nous : via message (Mes garanties),14,0.048109965635738834
Validation MFA,Contactez nous : via message (Ma carte tiers-payant),14,0.0031941592516541184
Envoi d'une réclamation,"Contactez nous : via message (Mon adhésion, Autres)",14,0.015730337078651686
Renvoi carte TP papier,Changer ses informations personnel,14,0.012915129151291513
Ajout de la carte tiers payant dans le wallet,Ouverture d'un document contractuel,14,0.04794520547945205
"Contactez nous : via message (Mon adhésion, Autres)","Contactez nous : via message (Mon adhésion, Autres)",14,0.05426356589147287
Connexion SSO,Ajout de la carte tiers payant dans le wallet,14,0.003564154786150713
Télécharger le certificat d'adhésion,demander un renvoi par mail d'échéancier,14,0.011764705882352941
Envoi d'une réclamation,Partager un justificatif du PACS,14,0.015730337078651686
Contactez nous : via message (Mes cotisations),Envoi d'un message,14,0.09333333333333334
Contactez nous : via message (Ma carte tiers-payant),SSO Disconnect,14,0.16091954022988506
Changer ses informations personnel,Téléchargement carte TP,14,0.0038888888888888888
Ajout de la carte tiers payant dans le wallet,Envoi carte TP par mail,13,0.04452054794520548
Ouverture d'un document contractuel,Envoi d'une réclamation,13,0.005620406398616515
Partager un justificatif du PACS,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",13,0.008837525492861998
Contactez nous : via message (Mes garanties),Exporter remboursement,13,0.05138339920948617
Télécharger le certificat d'adhésion,Ajout de la carte tiers payant dans le wallet,13,0.010924369747899159
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Exporter remboursement,13,0.013292433537832311
envoi d'une demande de résiliation,demander un renvoi par mail d'échéancier,13,0.018361581920903956
Contactez nous : via message (Mes remboursements),Exporter remboursement,13,0.044673539518900345
Changement de Mot de passe,Téléchargement de la carte de tiers payant,13,0.008130081300813009
Connexion en tant que,Envoi d'une réclamation,13,0.005906406179009541
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Exporter remboursement,13,0.011423550087873463
Partager un justificatif du PACS,Envoi d'une réclamation,12,0.008157715839564922
demander un renvoi par mail d'échéancier,Télécharger le certificat d'adhésion,12,0.024193548387096774
Changement de Mot de passe,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",12,0.0075046904315197
Partager un justificatif du PACS,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",12,0.008157715839564922
Changement de Mot de passe,Télécharger le certificat d'adhésion,12,0.0075046904315197
Ouverture d'un document contractuel,Envoi carte TP par mail,12,0.005188067444876783
Envoi carte TP par mail,Ajout de la carte tiers payant dans le wallet,12,0.014084507042253521
envoi d'une demande de résiliation,Contactez nous : via message (Mes remboursements),12,0.01694915254237288
Exporter remboursement,demander un renvoi par mail d'échéancier,12,0.0033755274261603376
Changer l'organisme de rattachement sécu. Social,Changer ses informations personnel,12,0.0057361376673040155
Envoi d'un document,envoi d'une demande de résiliation,12,0.004397215097105167
Envoi d'une réclamation,Ajout de la carte tiers payant dans le wallet,11,0.012359550561797753
Changer les coordonnées bancaire,Envoi carte TP par mail,11,0.005866666666666667
Connexion en tant que,Ajout de la carte tiers payant dans le wallet,11,0.004997728305315766
Envoi d'une réclamation,Envoi carte TP par mail,11,0.012359550561797753
Contactez nous : via message (Mes garanties),Contactez nous : via message (Mes remboursements),11,0.043478260869565216
Contactez nous : via message (Mes garanties),"Contactez nous : via message (Mon adhésion, Autres)",11,0.043478260869565216
envoi d'une demande de résiliation,Envoi d'un message,11,0.015536723163841809
Validation MFA,Ajout de la carte tiers payant dans le wallet,11,0.0025096965548710927
Envoi d'une réclamation,Contactez nous : via message (Mes remboursements),11,0.012359550561797753
Changer ses informations personnel,Envoi carte TP par mail,11,0.0030555555555555557
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Partager un justificatif du PACS,11,0.011247443762781187
Contactez nous : via message (Mes cotisations),"Contactez nous : via message (Mon adhésion, Autres)",11,0.07333333333333333
Partager un justificatif du PACS,Télécharger le certificat d'adhésion,11,0.007477906186267845
Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),Déconnexion,11,0.19298245614035087
Envoi carte TP par mail,Envoi d'une réclamation,10,0.011737089201877934
Télécharger le certificat d'adhésion,Signature électronique d'un mandat sepa,10,0.008403361344537815
Télécharger le certificat d'adhésion,Partager un justificatif du PACS,10,0.008403361344537815
Télécharger un décompte,Changer les coordonnées bancaire,10,0.00463821892393321
envoi d'une demande de résiliation,Télécharger un décompte,10,0.014124293785310734
Contactez nous : via message (Mes garanties),Envoi d'une réclamation,10,0.039525691699604744
demander un renvoi par mail d'échéancier,Téléchargement carte TP,10,0.020161290322580645
Exporter remboursement,Contactez nous : via message (Mes remboursements),10,0.0028129395218002813
Exporter remboursement,Contactez nous : via message (Mes garanties),10,0.0028129395218002813
envoi d'une demande de résiliation,Ouverture d'un document contractuel,10,0.014124293785310734
envoi d'une demande de résiliation,Signature électronique d'un mandat sepa,10,0.014124293785310734
Changement de Mot de passe,Changer l'organisme de rattachement sécu. Social,10,0.006253908692933083
Connexion en tant que,envoi d'une demande de résiliation,10,0.004543389368468878
"Contactez nous : via message (Mon adhésion, Autres)",Contactez nous : via message (Mes cotisations),10,0.03875968992248062
Contactez nous : via message (Mes prises en charge/devis),Partager un justificatif du PACS,10,0.060240963855421686
Changer les coordonnées bancaire,Télécharger un décompte,10,0.005333333333333333
Envoi d'un message,demander un renvoi par mail d'échéancier,10,0.022123893805309734
Contactez nous : via message (Mes remboursements),Ouverture d'un document contractuel,10,0.03436426116838488
Téléchargement de la carte de tiers payant,Changement de Mot de passe,10,0.005339028296849973
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Partager un justificatif du PACS,10,0.008787346221441126
demander un renvoi par mail d'échéancier,Ouverture d'un document contractuel,10,0.020161290322580645
Contactez nous : via message (Mes cotisations),Contactez nous : via message (Mes remboursements),10,0.06666666666666667
Envoi carte TP par mail,Changement de Mot de passe,9,0.01056338028169014
Connexion,Contactez nous : via message (Ma carte tiers-payant),9,0.001072961373390558
Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),SSO Disconnect,9,0.15789473684210525
Contactez nous : via message (Mes garanties),envoi d'une demande de résiliation,9,0.03557312252964427
Exporter remboursement,Envoi carte TP par mail,9,0.002531645569620253
Changement de Mot de passe,Envoi carte TP par mail,9,0.005628517823639775
Changer l'organisme de rattachement sécu. Social,Téléchargement de la carte de tiers payant,9,0.004302103250478011
Partager un justificatif du PACS,Contactez nous : via message (Mes prises en charge/devis),9,0.006118286879673691
Partager un justificatif du PACS,Renvoi carte TP papier,9,0.006118286879673691
Contactez nous : via message (Mes remboursements),Télécharger le certificat d'adhésion,9,0.030927835051546393
Connexion SSO,Contactez nous : via message (Ma carte tiers-payant),9,0.002291242362525458
Connexion en tant que,Changer ses informations personnel,9,0.00408905043162199
"Contactez nous : via message (Mon adhésion, Autres)",Contactez nous : via message (Ma carte tiers-payant),9,0.03488372093023256
Téléchargement de la carte de tiers payant,Partager un justificatif du PACS,9,0.004805125467164976
Déconnexion,Envoi d'un document,9,0.15517241379310345
Contactez nous : via message (Ma carte tiers-payant),Envoi d'un message,9,0.10344827586206896
Connexion en tant que,Changement de Mot de passe,9,0.00408905043162199
SSO Disconnect,Ouverture d'un document contractuel,9,0.21428571428571427
Envoi d'un message,Télécharger un décompte,9,0.01991150442477876
demander un renvoi par mail d'échéancier,Envoi d'un message,8,0.016129032258064516
Envoi d'un message,Ouverture d'un document contractuel,8,0.017699115044247787
Contactez nous : via message (Mes cotisations),Ouverture d'un document contractuel,8,0.05333333333333334
Ouverture d'un document contractuel,Contactez nous : via message (Mes cotisations),8,0.0034587116299178555
Changer ses informations personnel,Changer l'organisme de rattachement sécu. Social,8,0.0022222222222222222
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Télécharger un décompte,8,0.0081799591002045
Télécharger un décompte,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",8,0.0037105751391465678
"Contactez nous : via message (Mon adhésion, Autres)",Télécharger le certificat d'adhésion,8,0.031007751937984496
Ajout de la carte tiers payant dans le wallet,Envoi d'une réclamation,8,0.0273972602739726
Téléchargement carte TP,Partager un justificatif du PACS,8,0.007547169811320755
"Contactez nous : via message (Mon adhésion, Autres)",Contactez nous : via message (Mes prises en charge/devis),8,0.031007751937984496
Déconnexion,Télécharger le certificat d'adhésion,8,0.13793103448275862
envoi d'une demande de résiliation,Partager un justificatif du PACS,8,0.011299435028248588
Ouverture d'un document contractuel,Ajout de la carte tiers payant dans le wallet,8,0.0034587116299178555
Contactez nous : via message (Mes prises en charge/devis),Télécharger un décompte,8,0.04819277108433735
Envoi d'un message,Renvoi carte TP papier,8,0.017699115044247787
Connexion en tant que,demander un renvoi par mail d'échéancier,8,0.003634711494775102
Envoi d'une réclamation,Contactez nous : via message (Mes garanties),8,0.008988764044943821
Validation MFA,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),8,0.0018252338580880675
Téléchargement de la carte de tiers payant,Changer l'organisme de rattachement sécu. Social,8,0.004271222637479978
Connexion SSO,"Changer les coordonnées bancaire, changement de RIB de bénéficiaire",8,0.002036659877800407
Envoi d'un message,envoi d'une demande de résiliation,8,0.017699115044247787
Ouverture d'un document contractuel,demander un renvoi par mail d'échéancier,8,0.0034587116299178555
Contactez nous : via message (Mes prises en charge/devis),Contactez nous : via message (Mes remboursements),8,0.04819277108433735
Télécharger un décompte,Contactez nous : via message (Mes prises en charge/devis),8,0.0037105751391465678
Télécharger un décompte,Signature électronique d'un mandat sepa,8,0.0037105751391465678
Ajout de la carte tiers payant dans le wallet,Contactez nous : via message (Mes prises en charge/devis),7,0.023972602739726026
Télécharger le certificat d'adhésion,Contactez nous : via message (Mes garanties),7,0.0058823529411764705
Envoi carte TP par mail,Changer ses informations personnel,7,0.008215962441314555
Télécharger le certificat d'adhésion,"Contactez nous : via message (Mon adhésion, Autres)",7,0.0058823529411764705
Déconnexion,Signature électronique d'un mandat sepa,7,0.1206896551724138
Déconnexion,Partager un justificatif du PACS,7,0.1206896551724138
envoi d'une demande de résiliation,Télécharger le certificat d'adhésion,7,0.009887005649717515
Changer les coordonnées bancaire,Renvoi carte TP papier,7,0.0037333333333333333
SSO Disconnect,Envoi d'un document,7,0.16666666666666666
Envoi d'un message,Envoi d'un document,7,0.015486725663716814
Contactez nous : via message (Mes remboursements),Contactez nous : via message (Mes cotisations),7,0.024054982817869417
"Contactez nous : via message (Mon adhésion, Autres)",Envoi d'une réclamation,7,0.027131782945736434
Téléchargement carte TP,demander un renvoi par mail d'échéancier,7,0.006603773584905661
Téléchargement de la carte de tiers payant,Contactez nous : via message (Mes remboursements),7,0.0037373198077949813
Envoi d'un message,Télécharger le certificat d'adhésion,7,0.015486725663716814
Contactez nous : via message (Mes remboursements),Envoi d'un document,7,0.024054982817869417
Contactez nous : via message (Mes remboursements),Téléchargement de la carte de tiers payant,7,0.024054982817869417
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Télécharger un décompte,7,0.006151142355008787
"Changer les coordonnées bancaire, changement de RIB de bénéficiaire",SSO Disconnect,7,0.06862745098039216
Exporter remboursement,Envoi d'un message,7,0.001969057665260197
Ouverture d'un document contractuel,Envoi d'un message,7,0.0030263726761781237
Contactez nous : via message (Mes prises en charge/devis),"Contactez nous : via message (Mon adhésion, Autres)",7,0.04216867469879518
Envoi d'une réclamation,Renvoi carte TP papier,7,0.007865168539325843
Changement de Mot de passe,Renvoi carte TP papier,7,0.004377736085053158
Renvoi carte TP papier,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",7,0.006457564575645757
Contactez nous : via message (Mes cotisations),Contactez nous : via message (Mes prises en charge/devis),7,0.04666666666666667
Renvoi carte TP papier,Envoi d'un message,7,0.006457564575645757
Ouverture d'un document contractuel,envoi d'une demande de résiliation,7,0.0030263726761781237
Contactez nous : via message (Mes garanties),Contactez nous : via message (Mes cotisations),7,0.02766798418972332
Contactez nous : via message (Mes prises en charge/devis),Ajout de la carte tiers payant dans le wallet,7,0.04216867469879518
Ajout de la carte tiers payant dans le wallet,Télécharger un décompte,7,0.023972602739726026
demander un renvoi par mail d'échéancier,Envoi d'un document,7,0.014112903225806451
Déconnexion,Exporter remboursement,7,0.1206896551724138
demander un renvoi par mail d'échéancier,Contactez nous : via message (Mes prises en charge/devis),7,0.014112903225806451
demander un renvoi par mail d'échéancier,Partager un justificatif du PACS,6,0.012096774193548387
Contactez nous : via message (Mes prises en charge/devis),Contactez nous : via message (Mes garanties),6,0.03614457831325301
Contactez nous : via message (Mes garanties),Télécharger le certificat d'adhésion,6,0.023715415019762844
Changer l'organisme de rattachement sécu. Social,Envoi d'une réclamation,6,0.0028680688336520078
Renvoi carte TP papier,Changement de Mot de passe,6,0.005535055350553505
Renvoi carte TP papier,Changer les coordonnées bancaire,6,0.005535055350553505
Envoi d'une réclamation,Signature électronique d'un mandat sepa,6,0.006741573033707865
Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),Envoi d'un document,6,0.10526315789473684
Contactez nous : via message (Mes garanties),Contactez nous : via message (Mes prises en charge/devis),6,0.023715415019762844
Envoi d'un message,Contactez nous : via message (Ma carte tiers-payant),6,0.01327433628318584
Télécharger le certificat d'adhésion,Contactez nous : via message (Mes remboursements),6,0.005042016806722689
Connexion SSO,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),6,0.0015274949083503055
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Télécharger le certificat d'adhésion,6,0.005272407732864675
Téléchargement carte TP,Changement de Mot de passe,6,0.005660377358490566
Contactez nous : via message (Mes remboursements),Envoi d'une réclamation,6,0.020618556701030927
"Contactez nous : via message (Mon adhésion, Autres)",Ouverture d'un document contractuel,6,0.023255813953488372
Envoi d'un document,Envoi d'un message,6,0.0021986075485525836
Contactez nous : via message (Ma carte tiers-payant),"Contactez nous : via message (Mon adhésion, Autres)",6,0.06896551724137931
Renvoi carte TP papier,Envoi d'une réclamation,6,0.005535055350553505
Télécharger le certificat d'adhésion,Envoi d'un message,6,0.005042016806722689
Envoi carte TP par mail,Changer les coordonnées bancaire,6,0.007042253521126761
Déconnexion,Télécharger un décompte,6,0.10344827586206896
Télécharger le certificat d'adhésion,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",6,0.005042016806722689
envoi d'une demande de résiliation,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",6,0.00847457627118644
"Contactez nous : via message (Mon adhésion, Autres)",envoi d'une demande de résiliation,6,0.023255813953488372
Télécharger un décompte,Contactez nous : via message (Ma carte tiers-payant),6,0.0027829313543599257
Contactez nous : via message (Mes prises en charge/devis),Télécharger le certificat d'adhésion,6,0.03614457831325301
Contactez nous : via message (Mes cotisations),Contactez nous : via message (Mes cotisations),5,0.03333333333333333
Contactez nous : via message (Mes cotisations),demander un renvoi par mail d'échéancier,5,0.03333333333333333
Contactez nous : via message (Mes cotisations),Télécharger un décompte,5,0.03333333333333333
Contactez nous : via message (Mes garanties),Ajout de la carte tiers payant dans le wallet,5,0.019762845849802372
Changer l'organisme de rattachement sécu. Social,envoi d'une demande de résiliation,5,0.002390057361376673
Ouverture d'un document contractuel,"Contactez nous : via message (Mon adhésion, Autres)",5,0.00216169476869866
Partager un justificatif du PACS,Téléchargement de la carte de tiers payant,5,0.003399048266485384
Partager un justificatif du PACS,envoi d'une demande de résiliation,5,0.003399048266485384
Contactez nous : via message (Mes cotisations),Contactez nous : via message (Mes garanties),5,0.03333333333333333
Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),Renvoi carte TP papier,5,0.08771929824561403
Partager un justificatif du PACS,Envoi carte TP par mail,5,0.003399048266485384
Renvoi carte TP papier,Partager un justificatif du PACS,5,0.004612546125461255
Envoi d'un message,Téléchargement carte TP,5,0.011061946902654867
SSO Disconnect,Télécharger un décompte,5,0.11904761904761904
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Renvoi carte TP papier,5,0.004393673110720563
Contactez nous : via message (Mes remboursements),envoi d'une demande de résiliation,5,0.01718213058419244
Télécharger un décompte,Envoi d'un message,5,0.002319109461966605
"Contactez nous : via message (Mon adhésion, Autres)",demander un renvoi par mail d'échéancier,5,0.01937984496124031
Télécharger un décompte,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",5,0.002319109461966605
Déconnexion,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",5,0.08620689655172414
Envoi d'un document,Contactez nous : via message (Mes remboursements),5,0.001832172957127153
Envoi carte TP par mail,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",5,0.005868544600938967
Contactez nous : via message (Mes remboursements),Contactez nous : via message (Mes prises en charge/devis),5,0.01718213058419244
Télécharger le certificat d'adhésion,Contactez nous : via message (Mes prises en charge/devis),5,0.004201680672268907
Renvoi carte TP papier,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",5,0.004612546125461255
Changement de Mot de passe,Téléchargement carte TP,5,0.0031269543464665416
Contactez nous : via message (Mes garanties),demander un renvoi par mail d'échéancier,5,0.019762845849802372
Contactez nous : via message (Mes cotisations),Envoi d'une réclamation,5,0.03333333333333333
Exporter remboursement,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",5,0.0014064697609001407
Envoi d'une réclamation,Contactez nous : via message (Ma carte tiers-payant),5,0.0056179775280898875
Contactez nous : via message (Mes cotisations),Renvoi carte TP papier,5,0.03333333333333333
Ouverture d'un document contractuel,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),5,0.00216169476869866
Ouverture d'un document contractuel,Contactez nous : via message (Mes remboursements),5,0.00216169476869866
demander un renvoi par mail d'échéancier,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",5,0.010080645161290322
Contactez nous : via message (Ma carte tiers-payant),Télécharger un décompte,5,0.05747126436781609
Envoi d'une réclamation,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",4,0.0044943820224719105
Renvoi carte TP papier,Contactez nous : via message (Mes cotisations),4,0.0036900369003690036
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Renvoi carte TP papier,4,0.00408997955010225
Contactez nous : via message (Mes prises en charge/devis),envoi d'une demande de résiliation,4,0.024096385542168676
Contactez nous : via message (Mes remboursements),Télécharger un décompte,4,0.013745704467353952
Connexion en tant que,"Changer les coordonnées bancaire, changement de RIB de bénéficiaire",4,0.001817355747387551
SSO Disconnect,Signature électronique d'un mandat sepa,4,0.09523809523809523
Téléchargement carte TP,Changer l'organisme de rattachement sécu. Social,4,0.0037735849056603774
Renvoi carte TP papier,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),4,0.0036900369003690036
demander un renvoi par mail d'échéancier,Ajout de la carte tiers payant dans le wallet,4,0.008064516129032258
Contactez nous : via message (Mes prises en charge/devis),Contactez nous : via message (Mes cotisations),4,0.024096385542168676
Contactez nous : via message (Mes prises en charge/devis),Envoi d'une réclamation,4,0.024096385542168676
Partager un justificatif du PACS,Téléchargement carte TP,4,0.002719238613188307
Ouverture d'un document contractuel,Contactez nous : via message (Mes garanties),4,0.0017293558149589277
Contactez nous : via message (Ma carte tiers-payant),demander un renvoi par mail d'échéancier,4,0.04597701149425287
Partager un justificatif du PACS,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),4,0.002719238613188307
Partager un justificatif du PACS,"Contactez nous : via message (Mon adhésion, Autres)",4,0.002719238613188307
Exporter remboursement,"Contactez nous : via message (Mon adhésion, Autres)",4,0.0011251758087201125
Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),Ouverture d'un document contractuel,4,0.07017543859649122
Exporter remboursement,Contactez nous : via message (Mes prises en charge/devis),4,0.0011251758087201125
Exporter remboursement,Changer l'organisme de rattachement sécu. Social,4,0.0011251758087201125
Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),Partager un justificatif du PACS,4,0.07017543859649122
Déconnexion,Ouverture d'un document contractuel,4,0.06896551724137931
Contactez nous : via message (Mes garanties),Contactez nous : via message (Ma carte tiers-payant),4,0.015810276679841896
Changer l'organisme de rattachement sécu. Social,Exporter remboursement,4,0.0019120458891013384
Changer l'organisme de rattachement sécu. Social,demander un renvoi par mail d'échéancier,4,0.0019120458891013384
Changer l'organisme de rattachement sécu. Social,Téléchargement carte TP,4,0.0019120458891013384
Télécharger le certificat d'adhésion,envoi d'une demande de résiliation,4,0.0033613445378151263
"Contactez nous : via message (Mon adhésion, Autres)",Télécharger un décompte,4,0.015503875968992248
Envoi d'un document,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),4,0.0014657383657017222
Connexion,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),4,0.0004768717215069146
Envoi carte TP par mail,Contactez nous : via message (Mes remboursements),4,0.004694835680751174
Envoi carte TP par mail,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",4,0.004694835680751174
Téléchargement carte TP,envoi d'une demande de résiliation,4,0.0037735849056603774
Contactez nous : via message (Mes cotisations),envoi d'une demande de résiliation,4,0.02666666666666667
Changer l'organisme de rattachement sécu. Social,Changement de Mot de passe,4,0.0019120458891013384
demander un renvoi par mail d'échéancier,Signature électronique d'un mandat sepa,4,0.008064516129032258
demander un renvoi par mail d'échéancier,Contactez nous : via message (Mes garanties),4,0.008064516129032258
SSO Disconnect,Partager un justificatif du PACS,4,0.09523809523809523
Contactez nous : via message (Mes prises en charge/devis),Téléchargement carte TP,4,0.024096385542168676
Renvoi carte TP papier,envoi d'une demande de résiliation,4,0.0036900369003690036
Signature électronique d'un mandat sepa,envoi d'une demande de résiliation,4,0.00105736188210415
Signature électronique d'un mandat sepa,Télécharger le certificat d'adhésion,4,0.00105736188210415
Signature électronique d'un mandat sepa,Téléchargement de la carte de tiers payant,4,0.00105736188210415
Téléchargement carte TP,Envoi d'un message,4,0.0037735849056603774
Contactez nous : via message (Mes remboursements),Contactez nous : via message (Ma carte tiers-payant),4,0.013745704467353952
SSO Disconnect,Exporter remboursement,4,0.09523809523809523
Télécharger un décompte,Contactez nous : via message (Mes cotisations),4,0.0018552875695732839
Contactez nous : via message (Mes remboursements),demander un renvoi par mail d'échéancier,4,0.013745704467353952
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Télécharger le certificat d'adhésion,4,0.00408997955010225
envoi d'une demande de résiliation,Contactez nous : via message (Mes cotisations),4,0.005649717514124294
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Envoi carte TP par mail,4,0.00408997955010225
Ajout de la carte tiers payant dans le wallet,Contactez nous : via message (Mes garanties),4,0.0136986301369863
Envoi carte TP par mail,Partager un justificatif du PACS,3,0.0035211267605633804
Ajout de la carte tiers payant dans le wallet,Changement de Mot de passe,3,0.010273972602739725
envoi d'une demande de résiliation,Changement de Mot de passe,3,0.00423728813559322
envoi d'une demande de résiliation,Changer ses informations personnel,3,0.00423728813559322
Déconnexion,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",3,0.05172413793103448
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Envoi carte TP par mail,3,0.0026362038664323375
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",envoi d'une demande de résiliation,3,0.0026362038664323375
Télécharger un décompte,Changer l'organisme de rattachement sécu. Social,3,0.0013914656771799629
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Envoi d'une réclamation,3,0.003067484662576687
Télécharger le certificat d'adhésion,Changer les coordonnées bancaire,3,0.0025210084033613447
Connexion en tant que,Contactez nous : via message (Ma carte tiers-payant),3,0.0013630168105406633
Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),Envoi d'une réclamation,3,0.05263157894736842
Envoi d'une réclamation,Contactez nous : via message (Mes prises en charge/devis),3,0.0033707865168539327
